ID	Tweet	차원에 영향을	강도 클래스
2017-JA-31496	나는 내일을 게시 할지도 모른다 작은 것을 애니메이션했습니다. 그것은 좋은 목요일되었습니다. 멋집니다 ...	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31089	당신이 누군가를 당기는 것을보고있는 사이에 담배를 피우는 것은 지금까지 가장 재미입니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30299	그리고 날씨는 그렇게 감기 남자, 왜 인생은 항상이 간단한 수 없습니다	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30783	@faithstrust @TheeCurrentYear은 인종 차별 주의자 찌르기 위해 찹하려고하면이 바보 같은 상상한다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30744	@ POTUS 오바마는 그의 기질을 "정상 & amp; 부력이있는쪽으로.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30884	@ billie21806 @cnnbrk 당신의 몸에 경찰에 의한 흑인의 죽음을 응원하고있는 것을 전하고 있습니다. 그들의 공포가 우리를 죽이고있다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30285	당신은 #GBBO의 좋은 점을 알고 있습니까? 서로 돕고, 서로를 응원하는 콘테스트. 대단히 중요하다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31361	어떤 사람들은 행복한 자신감을 가진 사람 이상을 미워하지 않습니다. # 걱정하지 # confident	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30010	나는 아직 멀었습니다. 행복. \ n 폭발	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31096	@LostGermain '스파링을 가지고 있습니까? '왕자는 웃음이 그의 디자인을 위해 손을 뻗어 그의 얼어 붙은 눈은 그의 눈 속에서 장난기있는 아론의 눈에 남아 있습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30126	마이애미 시내에 보이는 색상과 같은 밝은 색상을 즐길 수 있습니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30125	나는 간단한 인간에서 정말 미친 듯이 그녀의 존재, 계급, 그리고 왕자에서 깊이 기꺼이 같은 @aliciake을 사랑합니다. 기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30203	모든 것이 잘되어 가고 있기 때문이 아니라, 모든 좋은면을 볼 수 있기 때문입니다. # 최적화 때문에	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31348	@ SteveStratford9 @PaulTowheyJr @ClassicDrWho @ BBC @bbcdoctor 아무도 애니메이션 IMO를 가져옵니다. 동료의 변경 / 몬스터 / 고전.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30532	명랑한 마음은 좋은 약이지만, 부서진 정신은 뼈를 건조시킵니다. 악한 사람은 정의를 바꾸기 위해 뇌물을 은밀하게 받아 들인다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30396	맙소사. 당신은 새로운 시리즈 'This is Us'를 봐야합니다 ..... wow. 내가 오랫동안 본 베스트 TV 프로그램. \ n # tears # moretears	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30925	무엇을 위해 아름다운 날. # elated	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30251	@kaylaaa_sartorious #lively # musically & nbsp;에 의해이 좋은 live.ly 방송을 봐 기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30869	크리스는 모든 책임을지며, 우리 모두가 그와 함께 한 추억을 기꺼이 좋겠다고 생각합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30469	@ its.finfin 의해이 놀라운 live.ly 방송을보세요. # musically	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-31306	@Cherie_Fitz은 매우 장난기가 있습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-31501	Epicurus~ 늦게 의존하는 사람은 가장 명랑한 새벽을 충족 간다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30633	@fillegrossiere @PeasParsley @tombrodude bobs burgers 애니메이션 쇼입니다. 밥은 자신의 것처럼 보일지도 모른다. 그들은 목소리도 따라 그를 캐스팅.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31290	TF가 왜 폭발합니까 TRYNA는 GF를 찾습니까? UR FUCKIN $$$ RIGHT B4 당신이 BITCHASS을 마신다. 당신은 그 엉덩이만한 것은 없습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30180	@ 탬파베이 나는 웃으면 서 울었습니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30129	@LiamJamesVernon 낙관론을 사랑한다! 블루 문!	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-31509	골든 브래드 피트 덕분에 불쾌한 방식으로 정치적 게으른 주 경 み을 기억했습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31041	Gen 8:21 여호와 께서 기분 좋은 향기를 맡으 마음에서 이렇게 말씀하셨습니다. "나는 다시 삶의 타락이 될 것입니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31057	@essdotX 겸손하고 너그러운 니그로는 억압에게 유리한 자신의 이익을 거슬러 행동하도록 항상 요구되고 있습니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30868	@ bruins_514 @gorddownie @thehipdotcom 만약 그들이 @TOYSFORASMILE을 도울 수 있다면, 그것은 #TragicallyHip 것이다 # 입원 # 기분 #kids # smile😊✌❤	기쁨	1 : 낮은 기쁨이 추측 할 수있다
2017-En-30462	당신의 사자의 심장 \ n 폭풍 속에서 당신을 보호합니다. \ n 그리고 난 언제나 당신의 웃음과 당신의 눈물을 들었습니다. 기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30731	@ yaycruz는 짹짹을 볼 수 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30757	노아 울타리가 나는 할리 퀸 또는 역동적 인 레이아웃을 바라고 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30256	@ LFScott57 미스 쿠키는 그녀에게 감사를 보낸다! 그녀는 이전만큼 건강하지 않습니다. 나처럼! 그녀는 젊은 강아지가 할 모험이 없습니다!	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31262	@ 7we4k LordDerply 그것을 위해. 그것은 애니메이션 프로그램을위한 놀이 같은 것입니다!	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30245	베테랑이라면 나는 티켓에서 완전히 도망했습니다. 지금은 환호하고있다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-30647	@JackCurryYES 그는 단지 운이 좋은 것이다 ... 나쁜 투수 ... # 뭔가 ... 에루쿠랏켄 #future #gottawearshades # LetsGoYankees	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31220	#PeaceIs 부모가 서로를 받아들이고 # OndoGuber, Nov26 후 함께하고자하는 경우에는 가능합니다. @JciOndokingdom @ cuttie_dove @ Lekibeat	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31614	내가 걷고있는 동안, 빨간 셔츠 (5/6 세)의 어린 아들이 3 미터 거리에서 외치고, 재미있는 방법으로 ...	기쁨	2 : 중간 기쁨이 추측 할 수
2017-JA-30451	@aradsliff 내가 nj에서 온 것을 우리가 최악의 목적에 있는지 모르겠다. # laughter	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30160	9 일째 내가 내일 PTO를 가지고 있기 때문에 나는 기꺼이, 그래서 doneeeee이다. 그러나 :	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31455	@Babylonian 나는 나의 엄마에게 그것을 보도록 확신했다. Killgrave는 그녀의 말 그대로 악몽을 주었지만 마지막 에피소드를 4 번 보았다. # smile	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30150	그리고 먹고있는 동안 빛나는 눈의 눈은 지금까지 가장 귀여운 것 같았습니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31282	모두가 빛나는 물에 대해 무엇을 가지고 있습니까? 그런 폭탄을 음료와 혼합하면 기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30379	@ardit_haliti 난 너무 아파요. 나는 그녀의 부드러운 기질을 사랑했습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30635	@MalYoung @AngelicaMcD 지금은 이런 먼 길을 거쳐 스티치와 애비의 방식을 보여 줄 것을 바라고 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31237	내일 낙관론이 오늘의 기반이 되었으면합니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30402	@TiburonChamber과 #mustacheharbor의 #yachtrock 풍성한 포즈!	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30409	@swagrman_fan 의해 #lively # musically & nbsp;이 놀라운 live.ly 방송을 봐 기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31546	KX4의 POV에 전화를 걸었다 사람들이 내 밤을합니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30920	@ kelli.peterson이 좋은 live.ly 방송을 # lively # 시계로 본다. 봐	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31567	@indermethil True. 우리는 고품질의 젊은 CB에 서명 한 것을 기쁘게 생각했지만, 적어도 하나는 있어야합니다. @MarcBartra? mebbe : P	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30315	그것은 회색의 날임을 의미하는 목요일입니다. #TGIT # rejoice	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31474	#MeogysDailyVocabEnhancment Elation : 기꺼이 품질이나 상태. 큰 기쁨과 자부심의 기분이나 상태.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30583	현재 @ ScottFoxonair & amp; @KatCallaghan @ Z1035Toronto 팟 캐스트! #yvr로 이동하고 있을까요? # missyou	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31417	#PiersGirl는 철저하게 활기가 있고 상상력이 풍부한 개발자를 찾고 있습니다 .- "Sager 항상 더 나은 일을 더 잘 되길 우리에게 도전했다"@ IslingtonSq	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30357	당신은 승리의 상쾌감을 느낄 수 있도록 도전을 수락합니다. \ n \ nTOMIHO이 퍼그 라반 모닝 터치 킹 2	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31293	즐겁게한다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
