ID	Tweet	차원에 영향을	강도 클래스
2017-En-21049	신사 숙녀 \ nPanamaLeaks 큰 성공을 거둔 후, 이번에는 #BahamasLeaks을 소개합니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21948	편두통 하루 종일. 요리를하기 위해 일어서 지금 다시 나는 피곤했다. GAD 우울증 & amp; 만성 통증 # 발현 # 창	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-20836	부끄러워, 나는 그 허벅지에 오르려고하고있다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-44277	내 fav #movies는 #horor하지만 그들도 그들이 사용되는 있도록하지 않습니다. 수년에 위대한 사람을 본 적이없는 공포	0 : 두려움은 추측 할 수없는
2017-JA-20778	@ sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics OT와 Pauline의 편지를 읽고 있습니까? 그들은 수많은 끔찍한 규칙을 가지고 있습니다. 공포	0 : 두려움은 추측 할 수없는
2017-En-20527	아마 자신의 이익을 위해 너무 냉소적이지만, 두려워 나이지리아를 이해하는 유일한 방법입니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20578	그것은 # alarm	공포	0 : 두려움은 추측 할 수없는
2017-JA-20063	지금이 손을 뽑습니다. 나는이 죽음에 의해 깜짝 놀랐다 ... 그리고 나는 신이다! #mommaGrendel # intimidation	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-21769	내가 씻어 건조하게 내 머리를 가지고 있다는 것을 알고있는 것은 당신의 학교 가방에 그 영어를 읽고,	공포	0 : 공포 추측 할 수없는
2017-En-20568	슬픔이 당신의 잠자리에서 깨진 상태로되면, 당신의 절망의 깊이에 당신을 안고 있습니다. 그리고 그것은 모든 사랑의 이름 아래에 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20273	@latenightdaryun pfft 마치 숙면 의식의 끊임없는 공포를 경험하고있는 사람은 어쨌든 자신에게 어떤 신뢰를 제공하는 것처럼	공포	1 : 낮은 양의 공포 추측 할 수있다
2017-ja-21505	@peterdaou 무엇입니까? 힐러리는 27 가지 논란을 안고있어, 그녀는 그들에 대해 아무것도 질문하지 않습니다. 진실은 그녀가 무서운 후보자 인 것입니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21533	"당신을 괴롭 히고있는 것을 걱정하고 있습니다."- Haddon Robinson @ChoGMinistries #Jesusisthesubject # anxious	공포	0 : 두려움은 추측 할 수없는
2017-JA-20604	오바마 행정부는 텍사스가 난민 신청을 테네시하도록 텍사스의 계획을 거부하고있다. #terator을 돕는다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20577	#WTF @NYSCHereToHelp @NYSC는 #gym #bully #atmosphere 허용합니다! #jumpship #nasty #atmosphere # unprofessional	공포	0 : 두려움은 추측 할 수없는
2017-En-20899	부끄러워 실패는 불모의 성공보다 중요합니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21382	저 지독한 노래와 춤 후에 RIP '스스로 춤'공포	0 : 두려움은 추측 할 수없는
2017-En-20939	그것들을 오른쪽으로 가라! 과거의 길을보고 뛰어가는 것을 주저하지 마십시오.	공포	0 : 두려움은 추측 할 수없는
2017-En-21086	내 마음은 언제나 밤은 최고 일 것 같습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20181	@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @ JuliaHB1 아, 하나님이 아니라 다시 부류와입니다. 공포, 호러	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-20918	@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe 당신의 우려를 이해하고 있습니다 만, 그녀의 재단 기부를 봅니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21419	나는 수줍음입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21593	@ctp Swift 뉴스 및 동향에 따라, 그리고 마음과 떨림 패턴과 단어에 좌우되어 버리는 것은 어려운 일입니다. 나는 평온하게 도입하려고하고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20733	@ChrisWarcraft 게이 잡지가 무서운 사람들을 포함해야한다고 느낀다는 개념은 게이의 목소리이기 때문입니다. 공포	0 : 두려움은 추측 할 수없는
2017-En-21315	@ Bwana86 누군가가 언제 어디 가서있는 것을 두려워 수 있습니다. 그게 사실인가요?	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-20395 & nbsp;. \ n 우리는 MohammedSomaa01의 정지에 관한 깊은 우려를 표명하고 있습니다. 그는 결코 T.roles @ Support & nbsp;을 위반하지 않았다. 공포	0 : 두려움은 추측 할 수없는
2017-En-22073	내 전화를 Mcds #panic 떠났다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-20941	#smackdev # ptp # 시작 단어	공포	0 : 두려움은 추측 할 수없는
2017-JA-22165	@rockandpop pomte Muse com 패닉 스테이션 퇴출	공포	0 : 두려움은 추측 할 수없는
2017-JA-20758	@Meruna_ 뮤지션으로 다른 무엇보다 맛있는 악기에 대한 더 많은 사람들이 공부와 낙담 할 수 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21912	@wholegrainne 스웨덴 승 + 핀란드 승리 또는 NA의 승 + 핀란드 승리, NA의 승 + 러시아 승 + 타임 브레이커 오른쪽 낮추고.	공포	0 : 두려움은 추측 할 수없는
2017-En-20435	@YahooCare 데이터는 2014 년에 도난뿐, 지금은 # 충격을 가르쳐주세요.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20363	그들은 모두 자신의 방식으로 끔찍하지만 단지 말합니다. 그가 Aniston을 혼자 처리 방법은 피해야 악몽의 남성 나루시시스토되어 버린다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-ja-21106	@CurtisJobling 네, 확실히! 우리는 많은 학생들이 당신을보고 매우 흥분하고 있다는 것을 알고 있습니다! 우리는 이것을 정렬해야합니다!	공포	0 : 두려움은 추측 할 수없는
2017-En-22160	절망의 호의 1 ep은 나를 행복하게했습니다, 그리고 미래의 호의로 돌아 내가 다시 동요합니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-22189	정말 긴장하고 있거나 불안을 느낀다. Idk. 내 다리는 떨고 계속합니다. 음	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-20502	우리는 밤새 인종 차별을 막을 수 없습니다. 노간 폭력. 테러도 없다. 그러나 우리는 말 그대로 하룻밤 트럼프를 막을 수 있습니다. 그렇지? # ImWithHer	공포	0 : 두려움은 추측 할 수없는
2017-ja-21309	끔찍한 전쟁의 와중에도 평화를 추구하는 것이 중요합니다. #CreateSyria @intalert # TalkingPeace # 빌딩 피스	공포	0 : 두려움은 추측 할 수없는
2017-JA-20801	성공하기 위하여 당신의 고난을 불타는 것으로 바꾸어주십시오. 결코 #fear #failure 거기에 #success는 없습니다. $ SPX # FinTech	공포	0 : 두려움은 추측 할 수없는
2017-JA-20862	@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #Lvitalize # ClevelandHustles # 댄싱 작업 # hustle	공포	0 : 두려움은 추측 할 수없는
2017-En-20417	그는 아름다운 \ nShe : 나는 bf \ n \ n과 동일합니다. \ n \ n 인도 : 당신의 사람들 # 인형 # 원자력 군대 # 두려워	0 : 두려움은 추측 할 수없는
2017-JA-20067	나는 결국 내 성적 취향에 대해 이야기해야합니다 ... 최후의 개척지 ... 나는 AM # SingleGirlProblems	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-20032	당신의 집 지붕에 도착할는 멋진 전망을 제공하지만, 약간 침체의 공포, 마치 인생처럼	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-21142	#tonight을 당기고 당신의 차를 # 흔드는합니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20590	이러한 자신감에 찬 암컷은 당신에게 가장 무서운 것입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21744	그리고 당신의 허리 악마와 춤은 어려워 \ n 그래서 그를 흔들.	공포	0 : 두려움은 추측 할 수없는
2017-En-21160	솔직히 인터넷에 끔찍한 사람이 ... smh ...	공포	0 : 두려움은 추측 할 수없는
2017-JA-22177	나는 이것이 하나님의 잠 행동을 취하는 밤의 하나가 될 것을 알고 있습니다. # restless	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-2011	@SusannahSpot 나는 #nightmare 주위 터진다 수있었습니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21597 & nbsp;이 날씨 나에게 오늘 일을 공포하게됩니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21145	@annalisewrobel_ awe 너무 사랑 💕	공포	0 : 두려움은 추측 할 수없는
2017-JA-20256	우리를 위해 거기에 집이 없도록 느낍니다. 내가 가지고있는 가장 기본적인 요건은 말 그대로 옵션은 없습니다. # discouraged	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20520	@CBCNews 캐나다는 민주주의의 자유의 원동력해야합니다. 대신 # dictator #misogyny #Sharia #Islam #terror # polygamy	공포	0 : 두려움은 추측 할 수없는
2017-ja-20105	@alivitali 내가 두려워하는 것입니다!	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-20180	나는 당신이 사람을 비방하는 염소라고 두려워합니까? #afraid #goat # libeling	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21414	@annafifield @washingtonpost 포스트와 msm 갑판에 접근이 용이하고 트럼프가 OH, FL, NC, NV, CO 리드하기 시작한다. # panic	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-22005	머리가 녹아 매우 피곤하지만 잠 없습니다. # 야간	공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-21872	만취 한 와인은 자신의 최악의 버전입니다. 바스쇼타 #shocking을 본 적도 기억하지 않습니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21974	@TheFienPrint 정말 & amp; 잘했다. 그것은 그것을 되돌아 고풍스러운 보인다. 제가 TV에서 로비를 좋아했다. 이러한 모든 영화를 사랑하지 않는 # 아!	공포	0 : 두려움은 추측 할 수없는
2017-ja-21981	그것은 빠른 응답 마드리드이었다 ..... 지단 위협했다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21640	@ vkon1 @ WindyCOYS 그는 모든 계정에서 그는 전반이 나빴다. 게임이 안전이되면 쇼 보트를 시작했습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21389	@ PARISDENNARD 왜 그런 넥타이 누군가를 들어야합니까?	공포	0 : 두려움은 추측 할 수없는
2017-En-20936	@ TiganVarcolac & lt;이 귀중한 기쁨을 느낀다. 그는 숨을 마시고 있지 않으며 그의 집게 손가락이 허리띠에 따라 쓰다듬어되었다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21604	당신이 해외 패키지를 보내는 것을 도와주는 회사를 온라인으로 찾고 있다면, 나는 매우 좋습니다. 지금까지 없었던 것은 아닙니다 @FastLaneInt # horrid	공포	0 : 두려움은 추측 할 수없는
2017-En-22163	@danmericaCNN @ aefadul22 HRC는 경험 불안감 지식과 경험이 있습니다. 이 위험한 순간에 우리를 이끌 능력.	공포	0 : 두려움은 추측 할 수없는
2017-En-21622	@ rgam0rtis 내가 6 플러스 때마다 가지고 일반적인 문제입니다. 보통 6 = 설계상의하자 = 현재 전화에 대해 걱정할 필요가 없습니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21201	그는 나를 뚱보라고 불렀다 때문에 나는 그를 로커로 밀어 내를 호소하려고 위협했습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21381 & nbsp;이 초밥 장소에 갔다. 그들은 tobi & amp; amp; amp; amp; 그 뒤에 벽에 ANBU 마스크가 걸려있었습니다. 나는 해산물을 먹지도 거기에 갈 것이다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21302	@jshayevitz @ 이스라엘은 #human의 모습 아래에 #hitler보다 # 악마보다 # 나쁜 것입니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-20566	그들은 사람과 사귀고 있다고 생각한다. #bodyvous # bodybuilding # with # Follow4 메가폰을 팔로우하기 xxx number Nierstein	공포	0 : 두려움은 추측 할 수없는
2017-ja-20795	어떻게 2016 년 757 비행기는 WiFi를 가지고 있지 않습니다 ... 바보 # 아메리칸 아 라인 #americanairlinessucks #AATeam # horrible	공포	0 : 두려움은 추측 할 수없는
2017-En-21668	Brb 두 사람은 보통의 날들을 보내고 임의의 백인을 죽이고 시작합니다. 나는 흰색이지만 걱정하지 마십시오. 그들은 나를 안전하게 체포합니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20601	연구에서는 # laughter의 70 %가 실제로 # 불안하다고 판단했습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20550	나는 열정과 공포를 바라고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20638	@BBs_Coffee 누군가가 독서의 직원에게 말한다해야합니다 카푸치노 거품의 두꺼운 층을 가지고 있다고 생각 커피는 뜨거울 것입니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20419	@ HillaryClinton # 당신은 # 미리안즈을 고려하여 위선자이며, @ 빌 클린턴 # 사람 아담에게서 취하신 와서 직접 보냈습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20309	털이 팔을 가진 여자 아이들은 나를 놀라게	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21392	@ atlabps 그는 나를 위협하지 않습니다, 그것은 내 옆에서 그를 가지고 귀찮게뿐입니다. 또한 그는 내가 기분이 좋아지고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21976	@The_East_End 공습 사실은 잘못됐다. 당시의 인바운드 공격은 없었다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21259	#quiet 것을 두려워 # 그들은 실제로 #think하는 사람입니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21009	@DreKnott 당신은 훌륭한 범위를 가지고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21689 & nbsp;이 책은 미치게 배꼽 같다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21347 & nbsp;이 수준조차도 로죠 아직 하나님을 두려운 상태에서 플레이하고 있습니다. # MUFC	공포	0 : 두려움은 추측 할 수없는
2017-JA-22227	나 같은 악몽을 나는 강조하고있다 # BBO # NTFCVMUFC	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-20471	# 일치? ? ? TV 등의 전원을 켜면 듣기 & amp;보고 # Capture 당신의 마음 # Fear & amp; #depression. #FindGODNow !!!	공포	0 : 두려움은 추측 할 수없는
2017-JA-21384	악몽을 안고 Caballero는 #sweperkeeper 대신	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-ja-21903	수비의 깊이 부끄러움의 부족은 우리를 데리러 돌아왔다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20702	당신이 정말 좋아하는 것이라면 @ flyfrontier @FrontierCare을 써주세요. 그러면 나는 직원의 감도 교육을 심각하게 고려하고 있습니다. 공포	0 : 두려움은 추측 할 수없는
2017-En-20549	Jk 나는 단지 수줍음이 아니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20153	피의 지옥 팸, 진정. 그러나 블랙 & amp; 털이 카펫을 가로 질러 # perilsoflivingalone # nervous	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21029	내 방에서 러셀 하워드 톰 오데루, 마이클 부블레가 101이 될 것이다! #pants # nogood	공포	0 : 두려움은 추측 할 수없는
2017-JA-20329	나는 잠 최악의 밤을 보냈다 같은 기분이되었습니다 .- 런던 전에 큰 문제는 없습니다. # Brighton # @ DMTFYP __100k #의 이해를위한 자전거 타기는?	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-ja-21584	그래서 다른 식료품 갔다 그들은 @DukesMayonnaise가 없습니다. \ n 나는 헤르만 것을 사야 없습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20915	내 신발을 가지고 있기 때문에, 내가 그들을 쫓아 공포를 느낄 수 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20584	@ bumbleb33tuna 문과 그가 남긴 모든 긴장을 해소하려고 그의 목을 클리어했습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21579	@WestHamUtd 왜 티켓의 Web 사이트는 잘못합니까? 궁전의 티켓을 구입하려고하면 그것은 불가능 오류가 있다고 알려져 있습니다. 공포	0 : 두려움은 추측 할 수없는
2017-En-21076	@myspanishboots의 Ellie 님이 당신의 질문에 대답 해주었습니다! 부끄러워하지 않습니다 - 그녀는 #equestrian 패션에 대해 얘기하고 사랑 해요 ;-) # equestrianhour	공포	0 : 두려움은 추측 할 수없는
2017-En-21272	@JamesPiotr 나는 팬들과 싸우고있는 끔찍한 소유자의 장점에 대해 지금 작동하고 있습니다. 선택할 수 많이있다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21441	"걱정은 당신이 결코 있지 않을지도 모른다 문제의 선불입니다." 조이스 마이어. #motivation #leadership # worry	공포	0 : 두려움은 추측 할 수없는
2017-JA-20300	@BigBossPeltonen \ nLikewise #death # cutting	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21032	# 문제가 있나요? 예! 그것에 대해 # 뭔가 할 수 있습니까? 아니오! 왜 # worry	공포	0 : 두려움은 추측 할 수없는
2017-En-20495	@ mcdermo11 @ rogerc32 u Laura에 매우 건설적인 비판을주었습니다. 그녀는 당신을 차단했습니다. Lazy 지금 포기하지 Heather #bully과 같습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20603	@Fly_Norwegian 매우 간단 # 와일드 #airline #wairstairline 지금까지 사용한 적이 있습니다! #appauling #dismal #beyondajoke # useless	공포	0 : 두려움은 추측 할 수없는
2017-En-20977	공포가 당신을 원하고 있기 때문에 당신을 안겨해서는 안됩니다. 당신의 목표를 향해 당신을 밀어 힘을 사용하십시오. 더 이상 공포, 단순한 행동.	공포	0 : 두려움은 추측 할 수없는
2017-En-21044	어디에나 나는 간다, 나는 집 같은 맛으로 호흡하는 공기. - @ The_Currys	공포	0 : 두려움은 추측 할 수없는
2017-En-21340	나는 결단과 사물을 파괴하는 것이 싫어요.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-21004	니콜 폴을 이겼다합니까? # terrible # bb18 #BBFinale 배심원은 무엇을 생각하고 있었습니까? 😳😳😳	공포	0 : 두려움은 추측 할 수없는
2017-En-21562	@drunkafzayn @vogueszap 예, 이슬람 인도 사람이 얼마나 무슬림이 거기에 살고 있는지를 검토하고있는 것은 충격적입니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-20048	나는 잠을 앓고 있고, 여러 번 깨어했습니다. 왜냐하면 나는 버그가 내 위에 기지를 두려워했다, 그래서 한마디로 깨어했습니다. 공포	3 : 대량의 공포가 추측 할 수있다
2017-En-20481	사람의 가장 깊은 열정은 종종 자신을 너무 두려워 자신에게조차 인정습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21256	그래서 약 18 개월 전, 나는 @VirginAustralia / Velocity FF의 계약을 위해 @Lumo_Energy에 가입했습니다. 아직 FF 포인트가 아니라 18 개월.	공포	0 : 두려움은 추측 할 수없는
2017-En-21628	@BetteMidler @Adele @TheGarden @charitybuzz 또한 Skyfall과는 별도로, 그녀의 음악은 비참 지루한입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21737	사실상 유엔의 다른 국가의 모든 정책은 평화에 대한 주요 위협으로 말했다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20870	긴 작업의 또 다른 단계 #visa 프로세스가 종료되었습니다. 구제. 다음 단계로 이동합니다. # expat	공포	0 : 두려움은 추측 할 수없는
2017-ja-20811	@ SueWallace78 땅콩 버터? 당신은 어떤 변태? # awful	공포	0 : 두려움은 추측 할 수없는
2017-En-20461	티저 !!! 집에서 테스트 & amp; 임신 중임을 알리는하면 지금 무슨 일이 벌어 질까요? 간호사는 나중에 그것이 잘못된 알람 & amp; BaE 흥분하고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21450	@HoustonTexans이 @ Patriots # hugeletdown & nbsp;하지만 3 점을 넣을 수 없다고는 생각되지 않습니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-22205	@_Hallospaceboy_ @DailyGrindhouse 누군가가 그들의 팬이 아닌 영화에 두 번째 기회를 줄 수있을 때, 내가 존경합니다. 왜 #horror은 다양한합니까?	공포	0 : 두려움은 추측 할 수없는
2017-En-21400	@ zorefx 여러분은 다음의 동영상에서 무엇을했는지, 그 끔찍한	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-22110	새로운 #film에서 #invest을하면, 나는 당신에게 나의 새로운 영화에 투자하라는 줄 것입니다. #concessions #crime #despair #shortsightness # celebrities	공포	0 : 두려움은 추측 할 수없는
2017-JA-21483	@ Darren32895836 @FatimaFatwa 그것은 지구를 진정시키는 좋은 기회가 될 것이다. # 두려움은 당연하다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20867	우리의 텔레비전 캠페인에서 크리스 서튼을 얻을 수 있습니까? #pundit # noclue	공포	0 : 두려움은 추측 할 수없는
2017-ja-21833	내가 지금까지 기대했던 것은 기회였습니다. 나는이 새로운 장을 시작하는 매우 든든합니다! #newbeginnings # timetoprovemyself # 이미	공포	0 : 두려움은 추측 할 수없는
2017-En-22052	걱정은 당신이 문제를보고 하나님은 당신에게 약속을 보게됩니다. #problem #promise #worry #fear #faith #God #theanswer #spiritu ...	공포	0 : 두려움은 추측 할 수없는
2017-JA-20509	나는 처음부터 그를 위해 응원했습니다 # 불안 # BB18	공포	0 : 두려움은 추측 할 수없는
2017-En-20922	@falklands_utd @mauriciomacri \ n 삶의 불신 때문에 아르헨티나는 많은 마음이 있고,이 대통령은 모든 투표 만하다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20394	@NFYFC @Wilkster_ 음, 자신감 않은 많은 사람을 몰라요! 나는 하나 였다고 바랍니다. # shy	공포	0 : 두려움은 추측 할 수없는
2017-ja-21852	나는 나와즈이 Balochistan의 BLA, Kulbhoshan Yadhav 인도가 TTP를 두려움에 사용한 방법에 대해 인도의 자금 조달에 대해 이야기 해 준 것이라고 생각합니다!	공포	0 : 두려움은 추측 할 수없는
2017-JA-22246	@ 01Starblazer 9 -9 대 애틀랜타 올해 2 - 11 대 Rockies과 DBacks 올해. 그것은 NL 소속 3 명의 흉악한 팀과 11-20 팀을 결합한 제품입니다. 공포	0 : 두려움은 추측 할 수없는
2017-En-20380	목사 - 시위 도중 총격 사건 피해자에게서 떨어진 15 발은 그가 공식적인 이야기에 회의적이다라고합니다. #CharlotteProtest # CharlotteRiot	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20025	게다가이 문신에 대한 최고의 비밀 # nervous	공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-21361	그러나 "나는 걱정하지 않기 때문에 유리의 소년을 손에 넣고 우리에게 청구합니다. 두려워	0 : 두려움은 추측 할 수없는
2017-En-21418	좋은 머리와 좋은 마음은 항상 강력한 조합입니다. - Nelson Mandela	공포	0 : 두려움은 추측 할 수없는
2017-JA-20344	2 일 가장 자주 사용되는 용어는 많은 주소와 형식을 가진 #terrorism입니다. 내 입장에서는이 세계 테러리즘의 유일한 형태는 불공평입니다!	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20621	@bryony_gordon 오늘은 딸기 향기 축축한 심한 구름에 휩싸인 버스를 기다리고 있었다. 나는 떨어져 싫은 기분이되었습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20218	@MaryamNSharif 난 그냥 당신이 패커와 리더의 당신이 리더와 ND 테러리스트의 차이를 잊어 버린 때문에 많은 두려움을 가지고 있다고 생각!	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21705	좀 @PapaJohnsUK 나는 신용 카드 40.24 £을 청구합니다 4 마지막 금요일에 도착한 적이 주문, 환불의 기회! # 야간	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20816	@ clairepilkingt2 Oh 신 끔찍한 광산은 그것이 하나님 께 감사를 계속할 수 없습니다. 감사합니다 \ n Xx	공포	0 : 두려움은 추측 할 수없는
2017-En-21139	@ TayerleLyle awe 당신에게 그렇게 라일 감사합니다! 당신은 최고입니다! 😀😀	공포	0 : 두려움은 추측 할 수없는
2017-JA-21970	@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump 그림도 오렌지입니다! # Election2016	공포	0 : 두려움은 추측 할 수없는
2017-JA-20147	우리는 2 주 돌아가서 다시 시작할 수 있습니까? 이것은 아주 무서운	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-21452	@CapehartJ 동의! 그 최신 여론 조사 # alarming	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-21246	@ AaliyahLove69 나는 협박하는 것이지만, 나는 유인 화하고 도와 주었다고 생각하고 싶다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21661	Heyyyy 전사 !!!!! #anxiety # panicattacks	공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-20851	아, 나는 #TexasTech가 오늘 # 텍사스 #TNF #texansarebad #terrible 대신	공포	0 : 두려움은 추측 할 수없는
2017-En-21519	"라벨 독점"의 개념이 가짜가 있다고 주장했다. 라벨의 불신을 낳고하면서 아티스트에 돌아온 항상 믿고있었습니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-22103	@crowder_rachel @LillieGregg 그녀는 지금은 유명 일부 머그컵 명성의 삶을 구걸했다! 수줍음 프리 로더. 그에 상응하는	공포	0 : 두려움은 추측 할 수없는
2017-JA-21858	신체 졸려하지만 마음은 활발합니다. 너무 슬퍼 ... 30 분에 일에 대비할 필요가있다. 젠장! # restless	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20015	나는 갈색 카펫에 갈색 거미의 흔적을 잃었습니다. 당신은 어디 갔습니까? s는 내 위에 몰래	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-21962	당신의 깊은 물의 공포를 극복하기위한 당신의 자부심 @ ShawnMendes	공포	0 : 두려움은 추측 할 수없는
2017-En-20560	3 # tmobile # 매장 # 원래 # note7 # 고객과 제로 #results ... 무슨 일이야? # terrible # 고객 서비스 # 2 시간 # waittime	공포	0 : 두려움은 추측 할 수없는
2017-ja-20102 & nbsp;이 드라이브를 매주 수요일에 우려하고 있습니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21332	사랑은 우리 없이는 살 수없고, 우리가 살 수 없다는 것을 알고 마스크를 벗는다. - James A. Baldwin	공포	0 : 두려움은 추측 할 수없는
2017-En-21410	어제 밤 # melbourne @ metrotrains에서 무작위 동승자의 전환이 있었다. 공포	0 : 두려움은 추측 할 수없는
2017-En-20287	로조 충격적입니다 ....... 절대 충격!	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-22018	작업이 옵션 여부를 확인하는 프로세스를 시작합니다. #mentalhealth #complexptsd # nervous	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-21863	그것은 움직이는 하루입니다! #stress # hope	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-22058	@swarbleflop @LightskinJesuSP 역사적으로 봐도 꽤 심하 네요. 공포	0 : 두려움은 추측 할 수없는
2017-JA-22102	@ JonnyOwenFilm @ ringsiderobbie1 당신은 Froch v Kessler 후 일요일 기차를 기억하고 있습니까?	공포	0 : 두려움은 추측 할 수없는
2017-ja-21913	라디오를 흔들어 방향 마이크를 싸게 들릴지도 모르지만, 소리는 그다지 나쁘지 않았다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20826	@ Gibberman10 @ ScottHoward42 MLB가 미래 저지를 시도 할 때 기억은 공포	0 : 두려움은 추측 할 수없는
