ID	Tweet	차원에 영향을	강도 클래스
2017-ja-10703	"화내가 느린 사람은 강력한 사람보다 뛰어나다. 그리고 도시를 잡는 사람보다 정신을 지배하는 자" \ nP16 : 32 #bibleverse # pride	분노	0 : 분노는 추정 할 수없는
2017-ja-11304	체육관에 도착하면, 내 운동화를 내가 나쁜 곳에 되 돌리는 것을 잊지 있던 것을 발견한다. 😤 # rage # wwhhyyy	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10441	아킬레스 나를 죽였다는 믿을 수 없다!	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10926	내가 당신과 5 분을 보내고, 이미 저를 자극하고 당신이 침묵	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11258	나는 집에 앉아 있기 때문에 모두가 나를 자극하기 시작했다. 내 집을 나갈 필요가있다!	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11494	#Pain는 # 인간의 진화의 일면입니다. 의식의 진화. #attachments #desire #apathy #sentimentality #tears #fury #anger # O	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10907	다만 #pottermore에 참여하고 HUFFLEPUFF 정렬되었습니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10166	@SkyUK 건 농담이야! 우리의 인터넷을 조기에 "잘못"절단하고 엔지니어가 필요 없게되었을 때에 부활하지 마십시오. 분노	3 : 높은 분노가 추측 할 수있다
2017-En-10499	분노 2 거리는 동안 찾아 어렵고, 그 Itunes는 발을 디딘. 비닐을하고있는 사람은 그리 간단	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10564	@Docjp 가인이 그랬던 것처럼 그들은 하나님의 진노를 쏴라.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10162	사람들은 저를 자극한다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11283	@ Yoshi_OnoChin 당신은 캐나다 선수가 미국 선수를 재생할 수 없습니다 그 지연 끔찍한입니다. #fixthisgame #trash #sfvrefund # rage	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10530	내 생각을 에테르로 들었다 것처럼, 내 #ex 그냥 #cats와 얼싸 안고 자신의 #facebook 사진을 게시하고 있습니다 ... 지금은 그냥	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10532	@BigBrother__USA 그녀는 그냥 질투 외침이다! #gladsheisgone # crybaby	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-40902	당신이 혼자 울고 통곡, 모두가 당신에게 정말 불행한 일을 알고 있는지 아무도 모릅니다. 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10769	@ sueblue35 @ nsoz7 @immortalbulldog 응? 우리는 스프린트 코치를 가지고 있습니까? 우리는 최하위 팀입니다. 생활을 빼앗는 것에 대해 이야기	분노	0 : 분노는 추정 할 수없는
2017-JA-10250	@FirstBSA은 일어나지 않다? 왜 난 놀라지 않을 수 있습니까? 나중에 일에 지연!	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-11123	@ daemondave @paulkrugman 좀 바보, 그것은 빈 라덴을 가지고 나쁜 인텔이었다. 당신의 거짓 분노 다시 시도하십시오. 나는 푸틴을 칭찬하는 것일까?	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10803	무지와 미소에 고생하는 사람이 필요합니다. 다른 사람이 무려 말하려있는 그대로의 자신으로. # sting	분노	0 : 분노는 추정 할 수없는
2017-En-10525	@DL_Hart @DonnieDollars @AaronBiggsPro @WWENoWayJose @cwfmidatlantic 그 갈비는 어떻게 느꼈습니까? 당신은 여전히 ​​날카로운 느낌? 잔인하게 보인다!	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11293	@ Travelanswerman : B는 소금이 많이 있다는 것을 확신 # 그 # 연소 # 밝게 타오르는! # 염분을 많이 지켜서 # 행복한 삶을 유지한다. ...	분노	0 : 분노는 추정 할 수없는
2017-En-10437	@ jwolfie_ 왜 다크 스킨 이모티콘을 사용할 필요가 있나요?	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10424	꿀벌은 아직 빨아 기분이 좋지	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11545	분노한 남성들이 가장 원하는 사람을 때린다. # emotions # 네거티브 # 양성 # 위시 # 스트라이크 # 군사 # arts # 제어 # 믿는다 # 최상의 # 희망	분노	0 : 분노는 추정 할 수없는
2017-En-40464	그녀는 또한 그 밴드를 좋아합니다. 그녀는 또한 눈살을 찌푸린 다. "밴드"파파 로치 '는 콘서트에 나설 것인가?	분노	0 : 분노는 추정 할 수없는
2017-En-10812	@ wesrucker247는 우리의 범죄에 대한 좋은 계획처럼 들린다 ....	분노	0 : 분노는 추정 할 수없는
2017-En-10065	2016 년 흑인은 아직 인간으로 인식되기 위하여 싸우고 있습니다. #cantsleep # angry	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10247	Shonda Rimes가 다른 OG 캐릭터를 빼앗은 경우, 나는 결코 지금까지 지금까지 생물의 해부학을 보지 않을 것입니다. 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10825	@ezlisteningdisc 그것은 날 화나게하지 않지만, 그냥 이상한입니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10017	나는 잔디 깎는 사람이 싫어요. 그것은 영혼을 가지고 있으면, 내가 지옥의 지친 구멍에 비난하는 것이다.	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10958	@CUTEFUNNYANIMAL @ luvcaps19 내 동생의 개는 작업을 수행합니다. 그녀가 반응을 유발하는 것이라고 알고 있기 때문이라고 생각한다. 분노	0 : 분노는 추정 할 수없는
2017-En-10587	버블 공식적으로 파열했다. 트로피와 모든 영광을 위하여 98 명의 소년이 승리 #wptmain # bye	분노	0 : 분노는 추정 할 수없는
2017-En-10544	#Taurus 더 이상 화 내지 말아 화가 반응합니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11699	관용은 하나님의 성령과 함께 일하는 것을 의미합니다. 하나님은 용서하지 않습니다. 원한을 가지고 있지 않습니다. 나는 누구인가? 전혀.	분노	0 : 분노는 추정 할 수없는
2017-En-10056	몇몇 여자가 내 사전 예약 된 택시에 뛰어 들어 😡	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10088	베스! 당신은 자신의 팀을 파괴 한 아프리카 팀을 전환하는 진정한 피를 흘리신 후뿌킨쿠을 전달뿐만 아닙니다. 당신은 그렇지 않아!	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11170	나는 심한 십자가를 흔들지 않으면 안됩니다. 우리는 이렇게 것입니다!	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10078	@justyne_haley 것입니다. 사람이 나를 위해 시즌 13을 잃고, 정말 분노합니다. 분노	3 : 높은 분노가 추측 할 수있다
2017-En-10547	나는 바울이 쓴 것은 과자가 아니라고 생각합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11450	내가 원하는 대답이없는 것은 싫어요. #tomourssuck # prayinsnotcancer	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10354	@ mdivincenzo9 그는 바보, 나는 그를 싫어 해요	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11662	@MintMilana 흑인끼리의 사격으로 흑자가 살해되었을 때의 분노는 어디에 있습니까?	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11358	내 분노가 끓고 있습니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10465	채란 아직도 내가 제안한 바와 같이, 정 국가의 츄디을 기반으로 한 메이크업을하고 있지 않다는 것을 알고 있습니다. 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11539	@JaredWyand 만약 트랜스젠더라면 미디어는 그것을 커버 할 것이다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-41105	@jamiesonhelen @MarianKeyes 내 모든 3 개의 agin는 pout있다.	분노	0 : 분노는 추정 할 수없는
2017-ja-10604	@everycolorbot은 모든 색처럼 보이는 #triggered # colorblind	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11671	@Christelle_C 사실, 잠깐, 나는 일정한 분노가 내 심 때때로 타고, 그것은 오늘 내 폐를 밀어했다. :)	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10887	"가을의 첫날 '에서도 여름'16 '에 대해 이야기하고있는 사람은 결코 죽지 않을 것입니다. @ Drake	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11615	나는 분노로 가득합니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10412	조이를 듣는 것은 정말 나와 내 분노를 도와줍니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10403	지금 내 앞에 번호가 지금 그를 장난하는 시간이있다. #revenge #prank #whatprank 진지하게 내가해야할 장난을 실행해야합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11106	에잔는 그레이슨의 복수를 할 때 차 안에서 누군가와 함께였습니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10568	@ SageHillfarms @HintonAlisa @hb_heather 이봐, 제이미! 나는 당신에게 말하고 있었다 당신의 불이 똥이었다? tom 내일가는거야?	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-10981	부패한 감자가 성난 분노를 추적하는 것을 막을 😠😠😠😠😠 # Rooney # mufc	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10607	@UnknownAndYoung - 그는 도망 치고 도망 없습니다. 아.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10144	@ WatcherDev @WarcraftDevs은 많은 유물 포인트를 분노와 공격에 넣었습니다 ... 말 그대로 내 인생의 1 개월을 낭비했습니다! 감사합니다 blizzard	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10540	최근 노스 캐롤라이나 촬영 BLD 화가했지만, 경찰에 총을 겨누고 남자가 나왔습니다했다. 분노 앞에 사실을 기다립니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-30340	다만 Django Unchained을 봤는데 다른 사람들은 눈살을 찌푸 릴 수도 있지만, 나는 기쁨 속에서 강력한입니다! 2 / 5	분노	0 : 분노는 추정 할 수없는
2017-En-10472	@AudreyKare 나는 csa 사과 자 또는 뭔가 나를 비난하고 내가 언급에 오는 어떤 맹렬한 트롤을 기대하고 절반 같습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11551	@MartinClouseau - 자선 단체의 최고 경영자 (CEO)로 @ eduardo_LACS 긴장을 심하게 완화 시키려고는하지 합리적으로 예상 할 수 있습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10275	죄송합니다. 내가 좋아하는 세트의 순수한 ur 또는 말 그대로 어떤 카드를 갖고 있지만, 내가 좋아하는 세트를 그릴 때마다 & gt;	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10549	끓는 끓는 후 천천히 녹아 내 마음은 얼어.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11037	나는 당신을 죽이고 당신을 파괴하고 싶다. 나는 당신이 돌아 가시고 난 그녀를 건강하게하고 싶다. #emo #scene #fuck #die # hatered	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11010	@ __lucymellor 아니, 좀 피곤 버렸습니다. 나는 방을 제대로 갖추고, 울고 말았습니다 ... fs	분노	0 : 분노는 추정 할 수없는
2017-ja-10249	당신은 나처럼 당신을 사랑했던 사람을 찾을 수 없습니다. 그리고 내 사랑 내 복수 것입니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10633	@warFarePower 끓는 물에 담가	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-41516	소년 소년! 우리의 평일 일정은 미쳤어! 그러나 아무리 피곤해도, 나는 카이의 얼굴에 미소를 남기기 위해 필요한 것은 무엇이든합니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10310	@DouthatNYT @jbouie @DamonLinker 예, 인종 차별을 지적하는 것은 나쁜 것입니다. 일부 인종 차별 주의자는 그것을 정말 좋아하지 않습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11468	@AdamSinger 거품 그것이 폭발하는 것을 의미한다?	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10531	폴은 영원히. 폴은 이길 것이었다! 바울은 그런 더 좋은 게임을했습니다! # BB18	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-41368	당신은 영원히 똑바로니까, 그런 고민을 해결하십시오. @amayyaaag __	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10766	추천 읽기 : Aaron Beck 혐오 죄수	분노	0 : 분노는 추정 할 수없는
2017-En-11254	@MagicalMunicorn 나는, 콩, 양파, 양파로 만든 음식이있는 것이 좋습니다. 마늘, 클래스의 전날. # revenge	분노	0 : 분노는 추정 할 수없는
2017-En-10627	의회는 #EpiPen의 가격 설정에 분개하고 있지만, 그런 가우 징을 허용 법률을 만들기 때문에 전혀 불성실하다!	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10374	@keithboykin 불행히도 그것은 거기서 끝나지 않을 것입니다 ... 선출되지 않은 후보의 신자들은 분노를 날려 버립니다. 이 전철을 이길 수 없습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-41185	@haileywiggins_ @flenner_alisha 좋다. 미소보다 눈살을 찌푸리는 근육이 늘어납니다.	분노	0 : 분노는 추정 할 수없는
2017-ja-10114	@VerizonSupport 내 아내와 나는 오늘 우리의 iPhone을 손에 넣고 있었다고 말해주고 감사합니다. 그리고 ETA #thanks # angry	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10421	@ cxmbeferre 그래서 당신은 내 날짜를 기입하십시오 ????? # offended	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11599	미루지 마십시오. \ n 뭔가를하고 있습니다. \ n 당신의 인생은 비난합니다. \ n \ n #haikuchallenge # poetry	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10447	당신은 #worstcelebritycooks을보고 있습니다. 당신의 거품은 KyleXY 동성애자이며 결혼하는 것을 발견하여 파열합니다. # nochance # KindaDontMind😉	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10613	정말 축구 커즈을 모욕하고 있습니까? Lmao 와우 !!!!!!	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11665	나는 당신을 화나게 있나요? \ n 솔직히이지만 친절한합니까? \ n 왜 모르겠습니까? \ n @ 곤란한 #haikuchallenge # offend	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11577	누가 집 밖에서 굴착하고 있습니까? 말 그대로 바쁜 이동 후 반 4시에 잠했습니다. 이러한 짹짹 날 멀었 어.	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11455	최근에는 평화를위한 많은 '시위'가 이루어지고 있습니다 만, 내가 본 것은 자신들의 도시와 고향을 점화하는 사람들입니다. 당신이 말하고있는 것을 실천한다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10044	왜 내가 일하고 밤에 @dapperlaugh가 글래스고에 와야합니까? 나는 화가있는 연령대의 출현을 기다렸다	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10023	Tasers 당신이 왜 1 초 후에 그들을 쏠 필요가 있는지를 다른 사람에게 후 움직이지! 이건 정말 아파요! #rage #wtf # murder	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11390	차라리 휘발유를 자신의 전면에 내 던지고 Excel을 사용하는 것보다 불타는 건물에 타고 싶다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10482	우리가 자신과 싸우고있을 때, 내부의 갈등이 일어난다. 당신의 가치와 우선 순위를 존중하십시오. #anger #innerconflict #conflict # values ​​& nbsp; 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10676	간호사 실무자 : "당신은 확실히 나쁘게 보인다. 물론 위반하지 않습니다. \ n \ n 정말 감사합니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10013	왜 내가 일하고 밤에 @dapperlaugh가 글래스고에 와야합니까? 나는 화가 있고, 나이의 출현을 기다리고있었습니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10182	@ canada4trumpnow @donlemon 그는 기절했다 #tantrums # HissyFits	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10254	@ Hoopdawg87 @MickThePerm 한편, 흰 경찰은 흑인을 살해하고있다. 하지만 그것에 대해 분노가 줄어 듭니다. 이상한 사회.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10731	@EAMaddenNFL @EASPORTS 나는 John Elway가 3 배 해정되어 3 배가 된 게임을했습니다. 이것이 내가 알고있는 것과 같은 존 에루웨이입니까?	분노	0 : 분노는 추정 할 수없는
2017-ja-10947	집에 가서이 게임에 집중하고자 분노하고 싶지는 않습니다.	분노	0 : 분노는 추정 할 수없는
2017-En-11030	@ JamieRJN 그녀는 끊임없이 힘을 추구하면서 정치지도를 전면에 걸쳐 있습니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10716	떨어져 당신의 마음에서 #anger의 #hate의 #jealousy을 유지하기 위해 #Lord을 위해기도하는 것은 #maturity의 # conciseness & NBSP 로그인합니다. 분노	0 : 분노는 추정 할 수없는
2017-En-11064	당신의 마음을 용서하지 마십시오. 기쁨과 평화를 가져다 가게의 아름다움은 삶의 고통을 상회합니다.	분노	0 : 분노는 추정 할 수없는
2017-ja-11115	경기 후 내 뒤에있는 친애 소식통은 분노의 포도의 정치에 대해 얘기하는 동안주의를 기울이는 것이 매우 어렵다고 생각합니다. 닥쳐!	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11432	내 휴대 전화에서 #word를 사용하여 싫은 것을 싫어 #write #writerslife #writerproblems # writer	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10902	내 차에 그냥 타격을 입은 여자 S / O ... 그녀는 상처 마세요 행운이 될뿐만 아니라 수면의 분노를 잊어 버린 때문에 Kait🙃	분노 & nbsp ; 2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11042	내 미친 17은 환불되었지만, 지금은 돈을 위해 며칠 동안 기다려야합니다. 그리고 이번에는 다시 선행 예약을받을 필요가 있습니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11481	기쁘다 내 남자 @JasonJordanJJ @WWEGable가 손실을 볼 수 없기 때문에 스왓쿠다운을 보지 않았다. #sohurt # revenge	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10730	성인 술을 마시지 않거나 마신 적이 때, 나는 그들이 맹렬한 알코올 중독의 주위에서 성장하고 그들은 아무것도하고 싶지 않다고 생각합니다.	분노	0 : 분노는 추정 할 수없는
2017-ja-10955	그들은이 KKK 경찰에 최소한의 형을 선고거야. 그냥 와트	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11192	@smendler (1) memes & amp; amp; 당신은 분노를 느낄 수 있도록 설계되어 있습니다 만, 상황에 대해서는 아무것도하지 않습니다. 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10521	@ 1VoiceMatters @MichaelTPremo 그냥 #MenForChoice의 바람을 받아, 날 화나게하지 않습니다. 세대를 위해 나는 슬픕니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10913	@fluffysoftlouis 아니오 아니오. 내가 먼저 당신에게 최고의 모욕을주는 것을 주장합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10897	바우을 떠나 악화시킬지도 모릅니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11694	@CallofDuty 당신은 팀을 어떻게 결정합니까? 내가 놀 때 나는 똥 팀의 80 % 그래서, 그 이상의 성교입니다. # 코드 # rage	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-11208	분노는 내 똥입니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10478	@ Jasmine_Wrn 스냅 백을 가지고 있기 때문에 누가 가장 못생긴 스냅을 얻을 수 있는지를 알 끊임없는 싸움이있다. 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11224	여기에서는 경찰을 방어하는 경찰은 무고한가 아닌 순진한 사람을 죽이고 계속하지만 분명히 협력 나를 화나게.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11435	삼림 공원의 무서운 분노를 두려워!	분노	0 : 분노는 추정 할 수없는
2017-En-11150	모든 댄서의 꿈 노래 #snap # worldpower	분노	0 : 분노는 추정 할 수없는
2017-JA-10272	@Lexual__ @ jdspielman10 흑인, 여성, 시카고에서 살해 된 아이의 100s에 RIP. 분노는 어디에 있습니까?	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11360	발연하는	분노	3 : 높은 분노가 추측 할 수있다
2017-En-20660	@aroseblush 안녕하세요! \ n 왕따가 클수록 악어의 눈물이 많아집니다. 왕따는 항상 싫은 피해자처럼 행동합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11553	우리는 상점에서 즉시 사용할 수있는 것들을 찾아 보자! \ n \ n 극과 옥수수를 구울 수없는 사람, 집에 연기가 나지 않는 사람들을위한 향 !!!!	분노	0 : 분노는 추정 할 수없는
2017-En-11522	나는 당신의 인생을 정렬해야 모르겠어요, 당신의 좋은 시간을 갖게 보이는 '감사 tiff😂💜	분노	0 : 분노는 추정 할 수없는
2017-En-10163	분노한 남성들이 가장 원하는 사람을 때린다. #rage # emotions # 네거티브 # 양성 # 위시 # 스트라이크 # 군사 # arts # 제어 # 믿는다 # 최선 # 희망	분노	3 : 높은 분노가 추측 할 수있다
2017-JA-10236	@ 톰슨 케어 샘 - 그래! 쓸모없는! 최대한 빨리 정렬이 필요합니다! 당신은 일어나지 않을 유망한 것을 붙잡고 있습니다 !!	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11393	@ 델타 보정 26 ppl. 체크인. 게이트에 서있다. & amp; Flt 1449 우리없이 이륙했습니다. # furious	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11644	@Rel Unrelated 나는 Sailer Mars가 심한 자유 주의자라고는 생각하지 않지만, 그녀는 그런 것을 말하는 것이라고는 생각하지 않는다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10320	@NM_NickNocturne 인터넷을 배회하고 도덕적 성난 사람을 이미 충분히 안하고 것처럼 인센티브한다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10102	@oscar_perria 수백만 명의 사람들이 범하고있다. 그의 친구는 자기 의수이며, 이슬람은 초보자가 없습니다!	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10099	@ politico @realDonaldTrump 다른 화가 백인!	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10805	그래. 당신을위한 햄과 나를 위해 터키. 그의 머리에 프릴을 걸고 주방에 다시 & gt; & gt;	DarkSithKenobi & nbsp;를 설정합니다. 분노	0 : 분노는 추정 할 수없는
2017-En-10534	@coltonflurry @ StrangeFacesLA JC가 빅이 AFP에 이겼다고 말했다 때라도, 나는 CBS에서 모든 액세스 생중계를 취소했습니다. Paul은 IMO에서 이길 것입니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10900	무역, 흥분, 대화 (kik : youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm #snap # bored	분노	0 : 분노는 추정 할 수없는
2017-En-11514	@iAmSJ 내 고객을위한 매우 화가입니다. 나는 화가입니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10526	크리스 내 모든 맥 치즈를 먹었습니다. 그래서 이마는 그의 모든 사탕을 먹습니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11645	모욕을받은 사람은 거기에 감염된 있습니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10842	@ savageimiike 내가 좋아하는 곡 중 하나 인 오빠 진짜 이야기.	분노	0 : 분노는 추정 할 수없는
2017-En-10432	@ sarah_urbina 왜 소 사라도 그 분노가 최선을 얻을 수 있습니다 당신과 사긴은 얼마나 친구?	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10693	나는 지금도 # bb18	분노	0 : 분노는 추정 할 수없는
2017-En-10498	건너 뛰기 식사는 # disappointment과 #anger을 표시하는 전국적인 방법입니다. # wiz	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10590	@ JBCrewdotcom 자신의 팬들이 그를 모욕하는 방법	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11621	Stk은 비싸지 만, 나는 tiff보다는 오히려 큰 여성을 거기에 데려갑니다. 당신은 얼마나 슬림하고 어떻게 그녀가 먹고 사랑입니다.	분노	0 : 분노는 추정 할 수없는
2017-ja-10903	@ LiamCannon1 그는 다만 바르게 입력 할 화가 ... 하하!	분노	0 : 분노는 추정 할 수없는
2017-En-10200	# 내가 # 혈액은 사탄이 # 예수 그리스도의 # 혈액에서 # 씻어 있는지 테스트하기 위해 #bitter입니다. #amen.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10928	스팅은 새벽 듣고 너무 열심히합니다. # sting	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10164	2016 년 흑인은 아직 인간으로 인식되기 위하여 싸우고 있습니다. # cantsleep	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10686	오늘의 GAMEDAY VS BUFORD 5시 반에 집으로왔다 !!!!!!!!! 결코이긴 것은 아닙니다. 분노	0 : 분노는 추정 할 수없는
2017-En-10155	나는 1000 명의 광견병 돼지를 가지고 있습니다. 나는 미국 전역 부근에 흩어져 있습니다. \ n \ n 그들은 가난한 난민입니다! \ n \ n # InYourNeighborhoodNotDC	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11183	어떤 놈의 뮤 애완 동물. @ jRwild1 #fuming #stalker.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-41282	@ kagehime3 나는 그것을 가지고 있겠지만, 그것에 대해 (ິ ͫઘ ິ ິ ​​ͫ)	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11369	당신이 점성술에 대해 얘기하고 있다면, 당신이 말하는 것을 정말 단서가 있나요 아니면 질문 할 때 화가 버리는 것일까 요?	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11035	나는 당신을 죽이고 당신을 파괴하고 싶다. 당신이 죽기를 바라고 나는 플린트을 취소 싶다. #emo #scene #anger #fuck #die # hatered	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11209	나는 피곤하고, Wiener라는 말이 뉴스를 날아 다니는 것을 싫어하게 생각합니다. 이것은 나를 위해 슬램 덩크이어야합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10783	무지와 미소에 고생하는 사람이 필요합니다. 다른 사람이 무려 말하려있는 그대로의 자신으로.	분노	0 : 분노는 추정 할 수없는
2017-ja-11108	@ Xaviers의 다니엘스 미친 순간을 붙잡아 야했다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10417	나는이 아이의 수다에 우는위한 대처 방식으로 트위터를 사용하고 계십니까?	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11086	@PearseDoherty @harrymcgee @IrishTimes 그것은 작은 사람을 위해 찌른다 수도 있지만, 당신은 그것을 극복 할 것이다. # betterwithsinnfein	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11661	나는 그들의 분노입니다. 나는 그들의 인내입니다. 나는 대화입니다.	분노	0 : 분노는 추정 할 수없는
2017-En-11079	SR1 다리 밖에서 빅 리버를 연주하는 빵 파이퍼	분노	0 : 분노는 추정 할 수없는
