ID＆nbsp; Tweet＆nbsp; ディメンションに影響する＆nbsp; 強度クラス
2017-JA-20453＆nbsp; 男性は遠くのホーンの疑惑にも対処できません。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20586＆nbsp; #UNGAでの返信の権利 - ＃パキスタンの人権宣言は、それ自体が世界の震源地である国によるものです。恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21170＆nbsp; 黙示録は私たちのジムに当たっていて、それは私がそれがそうであると思ったものではありません... \ n \ n皆がベストを着ています！もしそれが伝染病なら何？＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21568＆nbsp; あなたが職業を変える必要があるあなたの人生のために恐れている役人としてのポイントになると、恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-20432＆nbsp; 大衆を脅かすのはテロリズムですか？どのような場合は、制服で人々による強制は、それ自体が脅迫ですか？＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22059＆nbsp; #movie Vantage Pointはいつも私の手のひらを汗ばむ！#nervous😥😥＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-ja-21834＆nbsp; @caseycdutch @m_rathこれは、暴動団の中にはテロリズムを起こしているものです＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-20036＆nbsp; @AHSFXに感謝ライアン＆amp; 最初のエピソードで私たちの中の恐ろしいもののためのブラッド。私の心がs6 #hrrific＆nbsp;を通じてそれを作るとは思わないでください。恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-JA-21754＆nbsp; サッカーについて何か知っていれば、ここで私を助けてくれるでしょう。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21557＆nbsp; @soverybritishのプロデューサーは彼らの国外にいましたか？これらは普遍的な問題です。#worldwide #anxiety＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-22183＆nbsp; パットは素晴らしいです。Belichickは素晴らしいです...彼らはただです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20348＆nbsp; @BraveHermione_ +それを聞いてください] 'してください。あなたが聞きたい場合は、私はあなたに何かを伝えることができます。多分あなたはもう私のことを恐れることはありません+＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-22194＆nbsp; 黄色の潜水艦はロスブランコスからの大きな圧力の下にある。#WaveAfter #RMAVILを送信＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21630＆nbsp; しばらく前に暗い寒い夜に映画を見た、友人のリクエストを2amにした。それは私が今までに作った悪い選択の一つだった。#nightmare😰＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-20437＆nbsp; #NawazSharifはendを#terrorにします。確かに、#IndianArmedForcesが#Pakistanの干渉#Karmaなしで基地を標的にするようにしますか？＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20950＆nbsp; 彼らは彼女が勝っている間畏敬の念を抱いている今、不気味な余裕がなかった彼女の恋人を笑っていました。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21233＆nbsp; @mikefreemanNFL \ n OBrienは何らかの攻撃的な天才だとは思わない。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21792＆nbsp; @MoviesTVNetworkうわー、あなたは70年代の映画の束に本当に良い買い物を手に入れましたか？悪い時があったし、今より悪いです！＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20986＆nbsp; マクダビッドとマシューズからは信じられないほどです。ルンドキビストは何もすることはできませんが、彼の頭を振る＃WCH2016＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20683＆nbsp; @Avanquest私はあなたの迷惑メールから3回も購読を停止しましたか？メールを停止する#avanquest #software＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21348＆nbsp; 。@ billradkeradioはThe Beat Happeningのファンではありません。しかし、それは他のオリンピアミュージシャンを目指すことを妨げるものではありません！#KUOWrecord＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20583＆nbsp; @ChrisChristieあなたは警察資格がありません - あなたは訴訟者でした。何も経験はありません。＃悲しい#TrumpPuppet＃フェロン＃不満＃jersey4sale＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22149＆nbsp; @ikhras @benglaze Amal Clooneyは、私たちの世界を逆さまにした＃ワーの犯罪のために＃Bush / #Blairを起訴しようとしなければなりません。恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20667＆nbsp; ナディアはあなたと私を傷つけ、あなたを暴露します。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21429＆nbsp; 心配はあなたが問題を見て、神はあなたに約束を見させます。#problem #promise #faith #God #theanswer #spiritu ...＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20670＆nbsp; @Policy_Exchangeプラスポイントは、彼女はルーズのためにキューに入れる必要はありません。それ以上の点は？いいえ、セクシズムを考えることはできません。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20731＆nbsp; @MiSSLiNDZO番号。last最後の2つは外に出された。だから私たちは少し落ち込んでしまったので、今私たちは甘い時間を取っています。市場は愚かです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22190＆nbsp; いいえ、それはとてもかわいいです。Atsuは以前は写真については恥ずかしがり屋でしたが、cherryが彼女を助けてくれました。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22213＆nbsp; @ccgdavidson私は思ったことを驚かせて覚えていることを覚えています。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20322＆nbsp; @jndtech恐ろしい。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-ja-21472＆nbsp; @ NancyErvin4最も厄介なのは#AARPの沈黙です。トランプ氏はSSに触れないと言っているが、彼の税制はそれを信じている。巨大な切り傷。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-20546＆nbsp; それは過去の間違いだった - 恐怖に似ているのはかなり顕著だった。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21257＆nbsp; ＃マチュー25; \ nそれは＃それらのホラービデオのうちの1つであるが、同時に多くの2 #Christ＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21214＆nbsp; 私は#fearで彼らの周りを突き刺す代わりに#faithでそれらに取り組むことによって障害を乗り越える女性になりたい。レニースウォープ＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22125＆nbsp; #soywax限定版ホラーキャンドル@scentedscreams登場！すべての最新ニュースは私たちに従ってください！#horror＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21172＆nbsp; @TheDappaMcもチョコレートのために£2.50氷の甘い..適切なショッキングな😩＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21200＆nbsp; 私の現代の諺：「誰もが独身であることを脅かさないようにしてください。ほとんどの結婚は離婚で終わります。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21304＆nbsp; @ NikeSupport大丈夫、thatsそれ。2週間でログインできなくなったら、＆amp; 別のアプリを見つける。私は、NikeRun＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20194＆nbsp; あなたとあなたの両親と一緒にいたのかもしれません。私はあなたとあなたのお母さんと父親からの無関心に対するあなたの恐れを理解するでしょう。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-ja-21204＆nbsp; 私は今週ひどいひどい処方箋を見てきました。どうしたの？＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21095＆nbsp; @frecklybellamy歩いて死んで、MRロボット、アメリカのホラーストーリー、メルリン＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22166＆nbsp; @ CNNいじめっ子＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21528＆nbsp; @ kateemick何の悪夢？＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-20423＆nbsp; @ zavvi @zavvihelpは6つの保証を提供します＃ps4pro #shocking #truth #ripoff＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20969＆nbsp; どのように2016年に、757飛行機はWiFiを持っていない...ばかげている。#AmericanAirlines＃americanairlinessucks #AATeam＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22131＆nbsp; @YahooFantasyの更新は、私の日の最悪のミスだったかもしれません。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21298＆nbsp; @TripAdvisorUKで私の携帯電話のメモリを食べるアプリをダウンロードしようとした。今から代替案を探すだろう。#bully #tripadvisor＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21774＆nbsp; @LucidHurricane_待って、彼は本で武装していなかったということですか？#shocking＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20730＆nbsp; $ 100は、Teufelが来年前に組織内で「再割り当て」されていると言いますが、私はそれが早かったと思います... #Mets＃thirdbasecoach #lgm＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21209＆nbsp; それはルーニーからのひどいミスです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20872＆nbsp; ゲストの記事/レビューを書くことに関心のある＃ホラーサイトがありますか？最近、文芸店を本当に渇望しています。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21396＆nbsp; サザンプトンはここで本当によくプレーしています。Youngsters Matty TargettとJake Hesketh、特にオースティンとロングの2人は、恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20669＆nbsp; @ JedRivett @CharlesCassidy_ Jusあなたが何かをやったことがあるかどうかを確認してください、あなたは私に怖い気がしません。恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21033＆nbsp; @TheOnlySweeney彼らのスローガンは#finishの代わりに#startだったはずです。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21649＆nbsp; @Bridget_Delia @originalaubs omgそれはひどい＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21132＆nbsp; あなたは素晴らしい味覚の握手をして、言葉でそれを表現できません！恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20864＆nbsp; @Mickeyplyler @ QualkTalk今のところGTの好意を持っている。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20195＆nbsp; 私のインタビューは今日もうまくいったが、何が起こるかを知るまで待つことはできない。#nervous #excited #interview #jobinterview＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20688＆nbsp; ＃シャーロットの#young＆amp; amp; #restless; 私は、権威、警察、長老、両親を常に尊敬しているウルファイアbtに拍手を送る。暴力ではなく、🙏🏽✌🏽️＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21368＆nbsp; 私はシャワーに足を踏み入れた。すぐに私の頭の上にクモが見えてきました。＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-JA-21728＆nbsp; @yupdats_jess @nereriveraa_これはあなたやあなたの姉妹には関係しません。だからあなたが笑って欲しいならば、あなたも見せてください。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21714＆nbsp; Khloe KardashianがThe X Factorのホストであったときに戻ってきて、彼女はそれをひどくファックしていました。恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21319＆nbsp; The Car '（1977）\ n道のりの真ん中。＃より良い映画監督の手には、もっと良い地獄だったかもしれない。5/10＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20839＆nbsp; 土曜日は終わりにしたいが、もう一度やりたい。#LSAT＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21977＆nbsp; 私は畏敬の念を抱いている。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21090＆nbsp; @DemPhillyEagles @StonedPhillyFan @CraigfromCincyこれらのスクラブをベンと比較することはありません。あなたのDL全体を振り払い、＃7＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22012＆nbsp; アップライフ：あなたがまだ落胆している場合は、間違った声を聞いていることを意味します。間違った情報源を探している。主に仰せ！＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21612＆nbsp; スカイダイブ😁😁#nervous🛩＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-22112＆nbsp; 時間管理に悪いことがついに私を迎えに戻ってきた。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-20484＆nbsp; @siomo @ NEWSTALK1010 20は、彼が再選されたと言います..... #be #afraid＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21326＆nbsp; あなたを恥ずかしく思う@SkyNews象が狩り殺されていることを示す#shocking＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-22245＆nbsp; ほかのニュースでは。私の足は痛い。#running＃5kin26mins＃恐ろしい#flatfeet＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20806＆nbsp; 今夜を通して新しい遊び！かなり盲目的に走る ゲームを一度しかプレイしておらず、おそらく2つのレベルを持っています。#Rage＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21514＆nbsp; @Twitchどのように私はホラー映画のテーマの商業を停止するのですか？突然、聴覚の悲鳴が本当に私を夢中にしたいのではない。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20297＆nbsp; ドナルド・トランプのようなサウンドは、今日、驚いた白い、保守的な、人種差別的な投票を得ることを余儀なくされました。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-21729＆nbsp; @gingermckchav @MichCorsilles @ArevaMartin @ HarvardBLSA @ShareblueMedia明らかに、恐怖の警官には黒人がいるようなものはありません。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-22126＆nbsp; @ sreeniv51294598ハハの親愛なるdは心配しないで＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20364＆nbsp; ジョージア工科大学のセカンダリーはマシュマロほど柔らかいです。#horrible＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-21485＆nbsp; @笑顔の後で@MariaPetrovaが止まっているはずです。失礼です=面白いのと同じではありません。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21718＆nbsp; 失敗を恐れているため、ほとんどの人は目標を達成できません。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20655＆nbsp; もし誰かが私のクソなショーを台無しにしてしまったら、私は退屈な生活の中であなたをお迎えしますので、神を助けてください。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20528＆nbsp; @goofoffartisteああ、国家の侵害を恐れているが、無条件にその支払った執行者を愛しているグランドオールドパラドックス。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20707＆nbsp; ナワズ・シャリフの国連は、彼の#UNGAの演説がスポンサーとしての役割について世界を目覚めさせたのと同じように、＃सत्य_बोध_यात्राを始めるべきです。恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21393＆nbsp; 私は今から3ヶ月早く前進することができたら、私は女の子、クラス、バスケットボールのどこにいるのか知っています。私は純粋な不安を抱えています。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20787＆nbsp; あなたの快適ゾーンから抜け出す。\ nリスクを考えてください。\ n恐れを感じる \ n \ n人生が始まるときです。\ n \ n＃cpd＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20266＆nbsp; 私が誰にでも臆病になっているということはちょっと気にしないでください。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-22034＆nbsp; 私は不公平に怒っているので、私は隣人の窓を壊すつもりです。完璧な意味合いを持つ。#CharlotteProtest＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22031＆nbsp; 😭＃夜の夢はちょうど目を覚ました。＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-JA-21973＆nbsp; @Koishiteruze彼女は何をすべきかを知らないのを恐れていた。恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-ja-20190＆nbsp; 明日のピザの紹介日は#nervous＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20863＆nbsp; @CursedRoyal私は笑うと私の頭を振る、 'それはあまりにも私にバグをしませんでした。私はまだあなたに尋ねるつもりでしたが、まだたくさんあります。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21356＆nbsp; @Groupon_UK誰があなたが予約したClear Sky Holidaysで衝撃的な体験をしたのですか？#customerservicefail＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21839＆nbsp; @ScmCIafIin 'あなたがどうして神経質になったのか分かりませんか？' ＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20278＆nbsp; @ashish_geol @getPakistanTV @ HamidMirGEO ..あなたはハリスタンを思い浮かべましたか？\ nあなたの心配はありませんバルチスタン！カシミールは問題です。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-21022＆nbsp; #fearを飛ばして#faithに頼りましょう！＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20347＆nbsp; 私たちがトランプのやり方を語る大統領候補者がいるという事実は驚くべきことです。私は仲間の方が高いと思った。＃FDT16＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-20722＆nbsp; 私はそれが必要な正確な時点で私が過ごした正確な#emojiを決して見つけることができません。恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21424＆nbsp; @chelseahandler私はあなたの女の子の女の子#fraud #celebefferとは思わない＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20536＆nbsp; ＃全世界が大きな力を集めれば、テロリズムは簡単に破壊される可能性があります。＃ヒューマニティーからこの恐怖を破壊する可能性があります。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20545＆nbsp; ほとんどのアメリカ人は、メディアが政府のプロパガンダBSだと思っている。#lies＃制御#BS＃リジッドシステム＃信頼＃ガーベジ＃リリファクター＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20279＆nbsp; 民主主義は機能しません。\ n＃暴力団#mass #hysteria #fear #mongering #oligarchy＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-ja-21556＆nbsp; 明日初の大学数学テスト＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21727＆nbsp; 私はtrynaだけホラー映画を見て、一日中昼寝するよ。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21517＆nbsp; 女の子を揺さぶって、私のためにお尻を＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20020＆nbsp; @マークガチス私はそれらのトランプ有権者に囲まれています。あなたは正しい、それは恐ろしいことです。#redstate #despair＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-JA-20006＆nbsp; 私は最終的に私のセクシュアリティについて話す必要があります...最後のフロンティア...私はAMでそれを行うことができるかどうかわからない＃恐れ＃シングルガーガー問題 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-ja-20087＆nbsp; 私は今夜​​気分がどのように緊張しているのか信じられません。同じ#mufc＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-ja-21241＆nbsp; チューブ上の散発的な無線LANからのtweeting＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22244＆nbsp; ほかのニュースでは。私の足は痛い。#running＃5kin26mins #flatfeet＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-22144＆nbsp; 私はとても緊張しています。＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-20174＆nbsp; @ Tik115それは問題です、私はそれに入れた金額を取り戻す努力を伴うでしょうか？それは私が恐れていることです。＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-21856＆nbsp; @makemytripcareしかし、私がやっていることは私がコントロールしていることです。#AvoidMMT、皆さんは＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20940＆nbsp; @VovimPrgelをチェックしてください - スコットランドから#gamer #YouTuber #vlogger #designer #animator #artist TYは、Wake #horrorfilmの＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20191＆nbsp; グローブボックスの日付は純粋なパニックの言い訳です。#GBBO＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-ja-20065＆nbsp; 私は眠りの最悪の夜を過ごしたような気分になりました.- #DMONYYのための#Brighton #cycle rideへの#Londonより前の素晴らしいことはありませんか？＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-22225＆nbsp; 世界は＃テロリズムからの＃ピースを望んでいます#WorldPeaceDay＃インターネットの日から＆恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21375＆nbsp; @TamraBarney @ShannonBeador @RHOC_KellyDoddもし彼女がTamraを振るなら、Tamraは彼女を怒らせるでしょう。\ nKellyは、恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21766＆nbsp; @escotonyあなたの経験をお詫びして申し訳ありませんが、ライブチャットやメールでaskdysonUS@dyson.comまでお気軽にご連絡ください。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21687＆nbsp; 申し訳ありません@wow_airは次回@Icelandairに行く予定ですが、これは不合理な@wowairサポートを超えています#Yourappologies meannothing＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21659＆nbsp; 6番目のフォーム：朝8時30分にお会いしましょう。＃子どもを元に戻す＃yr7 #assembly🎭＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21077＆nbsp; #okgoogle #Nougatを使用して#alarmをシームレスに設定できました。ちょうど#Okgoogleに何をするかを伝え、彼女はそれを行います。#PersonalAssistant＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20337＆nbsp; このタトゥーについては最高の秘密です。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-20676＆nbsp; 前半は絶対に悲惨で、目標を思い出すことはできない。\ n \ nAgainst Accrington Stanley。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21521＆nbsp; 電源が切れたときにシャワーにいるようなものはありません。＃#reepy #panic＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-21698＆nbsp; 私はとても退屈で太っていて、馬鹿げて太りすぎで、豊富なロールを持っています。#terrible＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21602＆nbsp; 明日の秋の四半期の初日。😰#excited #anxious #blargh＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20697＆nbsp; 私たちのテレビキャンペーンからクリス・サットンを手に入れることはできますか？ワークを広める#terrible #pundit #noclue＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20849＆nbsp; @トルーマンダが大好き！仰るとおり。@Deedeey_が私に教えたように、恐れは錯覚になる可能性があります。#coaching #fear #courage＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21223＆nbsp; T5ylw ansh a79l shy 7lw mn wayed nas fe whatsapp＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21512＆nbsp; なぜこれらの人々のすべてがブリザードを離れるのですか？D：それは私に怖さを与えている！＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-JA-20781＆nbsp; @isthismike_pダチはひどい仲間です＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21493＆nbsp; 私は母親が大好きですが、最近の恐ろしい殺人事件について彼女は話をしています。これは本当にアメリカの気分ですか？＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-ja-20104＆nbsp; 多分@SamHeughanは私の仕事のインタビューで明日私に幸運を送ることができます。#nervous😳＆nbsp; 恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-21000＆nbsp; どこでも私は行く、私は家のような味で呼吸する空気。 -  @Cheres＃できるだけ早く＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20269＆nbsp; @DaniQays @AJENews ohh ..だから、ここでは、宣伝するための抗議を集めた石を投げ捨てる石を支持する恐怖から来ている。＆nbsp; 恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-En-20007＆nbsp; @ laura221b私はすべての人生で恐慌の中でとても速く動いたとは思わないsuch私にこのような不安を与えた。＆nbsp; 恐れ＆nbsp; 3：大量の恐怖が推測できる
2017-En-21180＆nbsp; 不安や苦しみを打ち負かすための第2ステップは、待つことではないことを認識しています。今すぐ行動してください。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22235＆nbsp; マリー・ベリーを心配しないでください、私の冗談は古いブーツと同じくらい乾燥していますx＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21325＆nbsp; @AliKhanSaysああ来るよ。RAWとISIは何十年もの間スパイしてきました。スパイとテロ支援には2つの違いがあります。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-22049＆nbsp; @_JuliaSteiner：はい！右 ？私は#MikeandMollyを見ることに落胆していなかったことを願っています。本当に多くの類似点が本当に＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-20808＆nbsp; どのようにマティ・ドーソンはそこに得点しなかったか!!!!! #terrible＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-20881＆nbsp; それは#dreadではありません。#Locksと呼ばれる＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21897＆nbsp; @TheOneSoleShoeあなたは、あなたが信じる価値観を実証するひどい仕事をしています。昨日あなたは一世代の有権者を失ったと嘆いていました...＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21197＆nbsp; @CNNPolitics華麗な博士ホーキングについて、彼が何を言わなければならないのか聞くのを待つことはできません。それは豊かでなければなりません...最悪の味で！＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-20634＆nbsp; それは多分私たちが勉強して好きな仕事をするよう求められている理由でしょう。そうすれば、恐ろしいことではないでしょう。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-JA-21789＆nbsp; @Amphabioはそれを殺さない蜂は驚くべき速度で死んでいる。恐れ＆nbsp; 1：低い量の恐怖が推測できる
2017-JA-21996＆nbsp; @AskLloydsBank＃最悪の幹部社員からの苦情はこれまで以上に多かった。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21150＆nbsp; @ 1ジョーンズボールウォッチング＆amp; Rojo'dのヘッダーも同様に恐ろしい！＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-En-21695＆nbsp; あなたの甘い笑顔が恋しい！私たちがすべて働いていないときに、いつでも私と@ ciara_wilson26を訪ねてください。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
2017-ja-21788＆nbsp; 昨夜、腹が痛いし、今日はひどい頭痛があります。私は決して＆nbsp;勝つことはできません。恐れ＆nbsp; 2：中程度の恐怖が推測できる
2017-En-20434＆nbsp; 今週はとても気分が悪く、仕事は面倒だったので、夏休みのスクラップブックを始めることにしました。＆nbsp; 恐れ＆nbsp; 0：恐怖は推測できない
