ID	Tweet	분노	기대	혐오스러운	두려움	기쁨	사랑	낙관론	비관론	슬픔	놀라움	믿음
2017-Ko-21714	Khloe Kardashian이 The X Factor의 호스트 였을 때의 후퇴와 그녀는 그것에 끔찍한 처지가되었습니다.	1	0	1	0	0	0	0	0	0	0	0
2017-ko-40695	우울한 날씨로 인해 최고의 분위기가 조성됩니다.	0	0	0	0	1	1	0	0	0	0	0
2017-Ko-10970	큰 축하의 승리를위한 큰 축하! @BB 니콜 # BB18 죄송합니다. #bbmichelle	0	0	0	0	1	1	0	0	0	0	1
2017-Ko-10441	아킬레스가 날 죽였다고 믿을 수 없어!	1	0	1	0	0	0	0	0	1	1	0
2017-ko-11676	나중에 여자는	0	0	0	0	0	0	0	0	0	0	0
2017-Ko-21258	@bkero @whispersystems 모바일 기기에서 타이핑하는 것은 항상 끔찍하기 때문에 정말 짜증이납니다.	1	0	1	1	0	0	0	0	1	0	0
2017-ko-40409	내 244 일간의 스냅 샷 행진을 잃었습니다.	1	0	1	0	0	0	0	0	1	0	0
2017-Ko-11523	@CNNnewsroom @BrookeBCNN 당신은 무엇을 이해할 수 없습니까? 게다가 시끄러운인지 부조화, 멀리 격노. 마다. 사건. 다시 : 레오 - 촬영 = 별거.	1	0	1	0	0	0	0	0	0	0	0
2017-ko-40222	당신의 남자가 조금 늦게 일을 떠날 때 슬프고 당신의 최악의 두려움은 '오, 안돼 !!' 경찰에 들렀나요?!?! '#ourworld	0	0	0	1	0	0	0	0	1	0	0
2017-ko-21549	@BowkerMorgan awe 감사합니다 morgs !!! 많은 사람들을 사랑해 ❤️😊❤️	0	0	0	0	1	1	0	0	0	0	0
2017-ko-30700	한번은 기쁜 마음으로 Rachel이 누군가에게 자신의 직업이 극에 있다고 말했고 5 학년 때 소년에게 혼란스러워 보였습니다.	0	0	0	0	1	0	0	0	0	0	0
2017-Ko-30442	@ 추수 감사절 오일 팬 \ n 향기가 나는 장미가 어디로 향하는 지 \ n 동양의 한 지점에 \ nMummified \ n 유채 기름에 튀긴 \ n 음주 & amp; 명랑한 소동.	0	0	0	0	1	1	0	0	0	0	0
2017-ko-40187	@ X_KIMTAEHYUNG_X \ n- 순간적으로 사라지기 전에, 엄숙함과 불안감이 그의 특징을 뒤 바꿔 놓았다. \ n \ n '전에 당신을 만났습니다.	0	0	0	1	0	0	0	0	0	0	0
2017-Ko-30734	다시보기가 눈물을 흘리면 다시 피하십시오. 😭😢	0	0	0	0	0	0	0	0	1	0	0
2017-ko-30774	기쁨이 나를 데려가거나 나를 덮어 씌우지 않았을 때를 기억하십시오.하지만 친구가 아니었던 두 명의 소녀 사이에 있었던 이유를 기억하십시오.	1	0	1	0	0	0	0	0	1	0	0
2017-Ko-30436	회개하고 그리스도를 신뢰하는 것입니다. 그것은 가볍고 고통 스럽지만 즐겁고 평화 롭고 영광 스럽습니다. (2/2)	0	0	0	0	1	0	1	0	0	0	1
2017-Ko-11423	K 서클은 나에게 죽었다. 나는 당신의 새로운 slushie 기계가 싫다. #irate #livid	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-11407	@MarkTOByrne 나는 @WholeFoods @amazon @ CheapAir 금이나은을 제공했지만 그들은 Nah ... #bitcoin #snap	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-21061	@LakersTakeover 그것은 그렇게 심각하지 않습니다. #HOUvsNE # 시작시 모든 정보를받습니다.	1	0	1	0	0	0	0	0	0	0	0
2017-ko-21368	나는 샤워로 들어갔다. 그리고 나의 spidey 한 감각은 엉키게했다. 나는 즉시 내 머리 바로 위를보고 거미를 보았다.	0	0	0	1	0	0	0	0	0	0	0
2017-KO-20714	오전 5시 55 분이야. 나는 배고프지만 음식은 없다.	1	0	1	0	0	0	0	0	1	0	0
2017-ko-22062	실제로 내 눈을 감싸는 동안 AHS를 보았습니다 # 눈사태 #Roanoke #AHSRoanoke	0	0	0	1	0	0	0	0	0	0	0
2017-Ko-10824	630am 올림픽 하우스 # 10golds24 회의. #relentless # 믿어지지 않을 것 # 믿어 라 #dreambig #TemamTTO # going4gold	0	1	0	0	0	0	1	0	0	0	0
2017-Ko-11394	@ 델타 보정 26 ppl. 체크인. 문 앞에 서서. & amp; Flt 1449는 우리없이 떠났습니다.	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-11585	노스 캐롤라이나 #keithlamontscott의 부당한 살인으로 인해 @ 카메론 뉴튼 # 콜린 페르 닉 항의 시위 # 정찰 #speakout	1	0	1	0	0	0	0	0	1	0	0
2017-ko-30181	나는 큰 변화가 필요해! 나는 그것에기도했습니다. 나는 그것을받을 자격이 있다고 생각합니다. # 가능성 #optimism	0	0	0	0	1	0	1	0	0	0	0
2017-ko-30366	'비 관용적 환경'은 '전쟁터'라고도합니다. #MilSpeak #hilarious	0	0	0	0	1	0	0	0	0	0	0
2017-ko-10127	나는 사람들이 나를 위해 계획을 세울 때 그것을 정말 좋아한다.이 과정에서 실제로 나를 포함하지 않고 #rage	1	0	0	0	0	0	0	0	0	0	0
2017-Ko-21247	아무도 상관 할 수 없기 때문에 그것은 끔찍한 일입니다. 모든 사람들이 한 가지 또는 다른 방식으로 행복하고 멋쟁이입니다.	1	1	1	0	1	0	0	0	1	0	0
2017-En-30316	@kana_blender #musically & nbsp;로이 놀라운 live.ly 방송을 시청하십시오. 0	0	0	0	1	0	1	0	0	0	1
2017-Ko-40059	나는 싫어하는 유일한 사람인가? #FirstDayofFall #thingsdie #depressing #cold #nflipflops 👎🏾👎🏽👎🏻🍂🍁	1	0	1	0	0	0	0	0	1	0	0
2017-ko-20167	실제로 매력적인 남자가 나에게 직접 이야기하려고 할 때 나는 초조해한다. 9/10처럼 나는 습관에서 그를 그냥 돌린다.	0	0	0	1	0	0	0	0	1	0	0
2017-ko-40453	싸구려 brodcast	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-41124	나는 우울증에서 벗어날 수 없다.	0	0	0	0	0	0	0	1	1	0	0
2017-Ko-41348	🍂🎵☀ \ n # 가을은 멋지게 들립니다. \ n 드림 #blues는 @RaphaelSlagg에 의해 #rock됩니다. \ n 영웅 @BlindFret에 의해 최고의 앨범 'One Love'를 얻으십시오. : D	0	0	0	0	1	1	0	0	0	0	0
2017-ko-31093	@BjerkeDanielle @ FunnySayings lol 그건 재미있어.	0	0	0	0	1	0	1	0	0	1	0
2017-ko-31218	💥⚖️ 그래! ️ PAUL! ️⚖️💥 # 즐거운 # 좋은 # BB18	0	0	0	0	1	0	1	0	0	0	0
2017-Ko-10151	나는 오늘 내 짜증을 분명히 느낄 수있다, 주님은 나를 힘을 주겠다.	1	0	1	1	0	0	0	0	1	0	0
2017-ko-40828	자신을 비교함으로써 우울하지 마십시오. 비교가 없습니다.	0	0	0	0	0	0	1	0	1	0	0
2017-Ko-10893	@ pbhushan1 @ 인도어 익스프레스 귀하의 의견에 이것이 최악의 델리 정부입니까? #acrid #hypocrisy	1	0	1	0	0	0	0	0	1	0	0
2017-ko-31589	웃음은 정말 강력한 일이며, 모두 웃을 가치가 있습니다. 엿 같은 romcoms를 좋아한다면, 멍청한 외계 행성 우라누스, 힘을 얻으십시오.	0	0	0	0	1	0	1	0	0	0	0
2017-ko-10208	@ Austin4evaLEEDS 발연!	1	0	1	0	0	0	0	0	1	0	0
2017-Ko-10418	@AgentTinsley 저는 이것이 당신이 의로운 사람들의 분노라고 말합니다.	1	0	0	0	0	0	0	0	0	0	0
2017-ko-20826	@ Gibberman10 @ ScottHoward42 MLB가 미래의 유니폼을 시도했을 때 기억합니다. 0	0	1	0	0	0	0	0	0	0	0
2017-ko-22162	손가락이 엇갈 렸습니다. 이번 금요일에 LIB에서 @Raury를 잡을 시간에 일찍 모든 일을 끝낼 수 있습니다. #timetogrind	0	1	0	0	1	0	1	0	0	0	0
2017-Ko-11582	#block 커뮤니티의 #DonKing 사자가 @POTUS의 힘에 진실을 말함 모욕적 인 표명 '흑인 투표가 무심코 버려졌습니다. (@DheDemocrats)'	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-11543	@ 로스 Kemp +1보고. 나는 침을 뱉고 있었던 남자와 곧바로 거기에서 있었을 텐데! #ExtremeWorld	1	0	1	0	0	0	0	0	0	0	0
2017-ko-40897	술 취해라. Sober 편집. \ n 저장하지 마십시오. Wake hungover. \ n # amwriting #sober	0	0	0	0	0	0	0	0	0	0	0
2017-Ko-21764	나는 Corey가 Nicole에 투표 할 것인지 궁금합니다. #snacole # bb18 #paulsgonnawin #finale #halfamill	0	1	0	0	0	0	0	0	0	1	0
2017-ko-40975	#HRmanagement는 믿을만한 #workplaceviolenceprevention 정책을 시행함에있어 편의 요소가 침해하지 않도록해야합니다.	1	0	1	0	0	0	1	0	0	0	0
2017-ko-30125	나는 진정으로, 미친 듯이, 그녀의 존재, 계급 및 왕실에서 깊은 기쁨과 같은 @aliciake를 정말로 사랑하는 단순한 인간입니다.	0	0	0	0	1	1	1	0	0	0	0
2017-ko-31576	똑똑한 #CowboysTwitter 사람들이 당신의 리뷰 동안했던 것과 똑같은 소리를 지껄이는 것을보고 냉담하십시오. 이것이 내가 합류 한 이유입니다.	0	0	0	0	1	0	1	0	0	0	0
2017-ko-31299	우리를 # 감사하게 여기는 것이 기쁨이 아닙니다. 우리를 # 즐겁게하는 것은 # 감사합니다. \ n - David Rast	0	0	0	0	1	0	1	0	0	0	0
2017-Ko-10469	오, 내 얼굴에 이런 오래된 것들? 아니, 학교에서 눈물이 아니야. 분노와 좌절은 결코	1	0	0	0	0	0	1	0	0	0	0
2017-Ko-20491	@BritishBakeOff 발의 '아프지 않는 바닥'의 얼굴이 나를 따라 잡을 것입니다. V-dog를 강하게 지내십시오!	0	0	0	1	1	0	1	0	0	0	0
2017-Ko-21986	어린이가 #ridicule에 거주하면 기분이 좋아지는	0	0	0	0	1	0	1	0	0	0	0
2017-ko-21633	날 봐. 붕괴없이 하루를 보냈습니다. #anxiety	0	0	0	1	1	0	1	0	0	0	0
2017-ko-21601	내일 가을 분기의 첫날. 😰 #nervous #excited #anxious #blargh	0	0	0	1	1	0	0	0	0	0	0
2017-ko-30764	@BbeautifulSoul_ u 항상 태도 tho ... 😕 위로	0	0	0	0	1	0	1	0	0	0	0
2017-ko-30836	@ Geminiak @ 런던 NPC 환영합니다! #wordgeek \ n 또한 지저분한 안녕이라해도 트위터 피드에 얼굴을 올려 놓는 것이 좋습니다! 😀	0	1	0	0	1	0	1	0	0	0	0
2017-ko-30908	& amp; 내가 속이는 친구를 싫어하는만큼, 여자는 남자를 기쁘게하지 않는다. 그들은 게으르다. 남자는 게으르다. & amp; 그러면 그것은 단지 무의미합니다.	1	0	1	0	0	0	0	1	1	0	0
2017-ko-30805	@Onision @Eugenia_Cooney는 나 자신을 포함하여 Onision의 사랑하는 팬들에게 짜증을 내었습니다. 사람들이 어떻게 너무 기분이 좋을지에 정말 짜증납니다.	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-21460	@yonahimes 그들은 결코 이것과 같은 물건을 게시하지 않았다 ????? \ ni는 그것이 큰 거래를 wasnt 할 정도로 나는 그것을 스크롤 할 수 있었다는 것을 의미했다. 그러나 그것은	0	0	0	0	0	0	0	0	1	0	0
2017-Ko-11038	나는 너를 죽이고 너를 파괴하고 싶다. 나는 네가 죽고 난 후에 그녀가 돌아 오기를 바래. #emo #scene #anger #fuck #die #hatered	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-21130	나는 손톱을 다듬었지만 광택 제거제를 찾을 수는 없습니다. 그것은 3 년 오래 된 광택 손톱처럼 보입니다.	0	0	1	0	1	0	0	0	1	0	0
2017-Ko-21671	@ 60DaysInJail Dafron은 지구상에서 가장 큰 패자가되었습니다! 일반적인 #bully #lifer	1	0	1	0	0	0	0	0	1	0	0
2017-Ko-10715	당신이 dreamboys 티켓을 구입했다고 언급하는 것을 잊었을 때	0	0	0	0	1	1	0	0	1	0	0
2017-Ko-21765	@wittyneeraj Shehla Rashid & amp; 카니 야 쿠마가 너에 대해 말하는거야? 그들이 진실을 말하면 인도인들이 그들을 위협합니다. #FakeDemocracy	0	0	1	1	0	0	0	0	0	0	0
2017-ko-21510	@KissFMUK가 구하기 전에 아침에 체육관에 일찍 태어났습니다. #nightmare ☝️	1	0	1	1	0	0	0	0	1	0	0
2017-ko-30780	사람들은 항상 나에게 그들이 내가 일반적으로 기분이 좋고 나를 기대하는 방식으로 행동하지 않기 때문에 내가 걱정할 것을 기대하지 않는다고 말한다.	0	0	0	1	1	0	1	0	0	0	0
2017-Ko-11498	빌어 먹을 지옥. 망할 기차도 쓸모 없어. 망할 4 분 기다려. 아직도 발한. #rage #smrtruinslives	1	0	1	0	0	0	0	0	0	0	0
2017-ko-22076	불안에 대한 치료는 그리스도와의 친밀한 관계입니다. - 요한 일서 4:18	0	0	0	1	0	1	1	0	0	0	0
2017-Ko-10771	내가 가장 좋아하는 클래식 자동차 중 하나는 플리머스 불꽃이다.	0	0	0	0	1	1	0	0	0	0	0
2017-Ko-21106	@ CurtisJobling 네, 정말로! 우리는 학생들의 대중이 당신을 만나게되어 매우 기뻐할 것입니다! 우리는 이것을 분류해야합니다!	0	0	0	0	1	0	1	0	0	0	0
2017-ko-31598	WHU는 Chelsea 게임이 돌아올 때까지 무료로 오래 사용할 수 있습니까? 😂 😂 😂 \ n 적어도 AFC & nbsp;라고 말하면 활기찬 것입니다. 0	0	0	0	1	0	0	0	0	0	0
2017-Ko-41042	@ CNN : 그것은 폭스 뉴스가 아니라 폭스 선전 네트워크입니다. 그들은 거짓말로 인해 길을 잃고 진실을 말할 수 없습니다. 1	0	1	0	0	0	0	0	0	0	0
2017-Ko-10466	@danrafaelespn 아니 타이슨의 분노는 대니 가르시아는 브래들리 pacquaio frampton 위에 있어야한다	1	0	0	0	1	0	1	0	0	0	1
2017-ko-20146	실제 악몽	0	0	1	1	0	0	0	1	0	0	0
2017-ko-10403	이제 전 전범의 전화 번호를 가지고 장난을 치르십시오. #revenge #prank #whatprank 내가해야 할 장난을 진지하게해야합니다	1	0	1	0	1	0	0	0	0	0	0
2017-ko-22196	내 룸메이트 : 자동 고침이 있기 때문에 철자를 할 수 없다. #firstworldprobs	0	0	0	0	1	0	0	0	0	0	0
2017-ko-30754	@ TheDemocrats 딜레마, 덤불에있는 모든 것을 뽐내지 만, 그들의 보증에 기쁜 행동. # Election2016 #Trump	1	0	1	0	0	0	0	0	0	0	0
2017-ko-41103	당신이 당신의 마음에 가까운 사람을 잃을 때 당신도 자신을 잃게됩니다.	0	0	0	1	0	0	0	1	1	0	0
2017-Ko-10200	#My # blood는 사탄이 # # Jesus Christ의 #blood로 검사 #beaman #bitter입니다. # amen.	0	0	0	0	0	0	1	0	0	0	1
2017-ko-21848	@ 끔찍한 일들로 가득 찬 사무라이	1	0	1	1	0	0	0	0	0	0	0
2017-ko-20799	리더십의 가장 중요한 특징은 부족한 점입니다. #activism #equity #revolution	0	0	0	0	0	0	1	0	0	0	0
2017-Ko-11210	@paulsherard @margarethaynie 와아 나는 방금 얼마나 성 차별 주의자 돼지의 얼마를 깨달았다! 나는 불쾌한 사람에게 정말 유감입니다.	1	0	1	0	0	0	0	1	1	0	0
2017-ko-31058	@ ReginalTSquirge 너는 활발한 활을 추가 할 수 있었다. \ n 또는 종	0	1	0	0	0	0	0	0	0	0	1
2017-ko-30453	온라인 백업이라고 불리는 유쾌한 혜택 : JkUVmvQXY	0	0	0	0	1	0	0	0	0	0	0
2017-ko-20091	그녀는 너무 놀라서 나를 두려워했다. 나는 아직도 무서워.	0	0	0	1	0	0	0	0	0	0	0
2017-Ko-20972	매년 할리우드의 호러 공포가 줄어들고 적습니다. 아니면 내가이 똥 때문에 너무 오래 먹은거야?	0	0	1	1	0	0	0	0	1	0	0
2017-Ko-30530	이제 나는 @wxpnfm으로 돌아 왔고 오늘 밤 우리 스튜디오에서 @mannequinpussy를 빌어 먹을 것을 기뻐합니다.	1	0	1	0	1	0	0	0	0	0	0
2017-ko-40242	기억이 무거워지는 추모에 우리를 괴롭히지 않겠습니다. \ n- William Shakespeare (1564-1616) \ n # 앞서 나가십시오.	0	0	0	0	0	0	1	0	1	0	0
2017-ko-21580	@WestHamUtd 왜 티켓 웹 사이트가 작동하지 않습니까? 궁전 티켓을 구입 하려는데 불가능하며 오류가 있다고	1	0	1	0	0	0	0	1	0	0	0
2017-ko-31060	만족하십시오 .... 인생이 너무 짧습니다. #smiling	0	0	0	0	1	0	1	0	0	0	0
2017-ko-20295	우리 나라에서는 우리의 접근 방식이 너무 분분하여 테러와 파키스탄 테러와 어떻게 대처할 수 있을까요? # MartyrsNotBeggars	0	0	1	1	0	0	0	0	1	0	0
2017-Ko-21666	@ GenevievePere23 @ swifttwinner13 와우 당신이 나를 불량배라고 부릅니다. 오식자를 바로 잡습니다. 😂 거친	1	0	1	0	0	0	0	0	1	1	0
2017-ko-22120	@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. 자신의 견해를 진술하기 위해 두려움을 사용합니다. 진지한 진술을하기 전에 사실을 얻지 못하고 ???	1	0	1	1	0	0	0	1	0	0	0
2017-ko-30164	@ jimadair3 기타 상점 주인은 어디에서나 기뻐합니다.	0	1	0	0	1	0	1	0	0	0	0
2017-ko-40262	언제든지 나는 아드리안이 나타나서 삐죽 거림을 멈추라 고 말합니다.	0	0	0	0	1	1	0	0	0	0	0
2017-ko-30405	# 우리의 # 문제에 대해 이야기하는 것은 우리의 가장 위대한 일입니다 # 중독 # #habitTalk에 대한 #habitTalk 나누기 # 기쁨 # 견적 #problem 해결 #behappy	0	0	0	0	1	0	1	0	0	0	0
2017-Ko-20842	내가 낙심의 어둠 속에서 걸을 때, 나는 암기 한 Sc.verses가 내 마음에 빛을 비추었다. 예 : Lam 3 : 22-25 #despondency	0	0	0	0	1	0	1	0	0	0	0
2017-KO-20715	@hm_custserv # 어제 당신의 캠든 가게에서의 가난한 서비스. 보조원은 옷보다 옷을 옷에 집어 넣는 것이 더 중요하다고 생각했습니다.	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-11606	@tommyrosen @InTheRoomsCEO @cate_baily 항상 형제를 기쁘게 도와 드리겠습니다. 그 불을 3	0	0	0	0	1	1	1	0	0	0	0
2017-ko-30031	@ 아덴 키라 생일 축하해! 기쁨과 웃음이 가득한 멋진 하루가 되길 바랍니다. & lt; 3 (tumblr이 다시 한번 바보가 되더라도 - 다시 한 번)	0	0	0	0	1	1	1	0	0	0	0
2017-ko-20293	하나님 께 맹세하십시오. 전력 회사의 스마트 미터기, 8 개월 분량의 대금 청구서, 영국식 가스 (British Gas #stressed)에서 6 회 방문한	1	0	1	1	0	0	0	1	1	0	0
2017-Ko-10264	@ xandraaa5 @ amayaallyn6 조용한 해시 태그가 멋지네요. #	1	0	1	0	0	0	0	0	0	0	0
2017-ko-20329	내가 최악의 수면 밤을 보냈던 것처럼 느낀다. # 런던에서 #Brighton # 자전거로 가려면 @DMTFYP 🚴 100k #의 이해가 크다.	1	0	1	1	0	0	0	1	1	0	0
2017-ko-40684	#pessimist는 바람에 대해 불평한다. #optimist는 그것을 예상한다. 현실주의자는 돛을 조정한다. ' - William Arthur Ward \ n # IGNITE	0	0	0	0	0	0	1	1	0	0	0
2017-Ko-10184	@Daniel_Sankey @ hayleyp79 하하 .... 사실, 애들을 쫓아 낸 후 나는 누구나 그러나 GWS를 위해 막사를 짓고있어! #bitter	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-10460	Brendan Rodgers는 😭	1	0	0	0	0	0	0	0	1	0	0
2017-Ko-11323	@RVAGameBreak @GAHSBasketball @GAJagsFootball \ nGag Jags !! 🐆 나는 내일 Deep Run에서 뛰는 좋은 기회가 있다고 생각합니다!	0	1	0	0	1	0	0	0	0	0	1
2017-ko-30067	@ChrisBooker @ ThePerezHilton PHP54에서는 칼다 시안 (Kardashian)이 내 머리 위로 간다. 귀염둥이 인 어린 소년처럼 😂😂	0	0	0	0	1	1	0	0	0	0	0
2017-Ko-20445	@GMModular @ goldmedalindia 이와 같은 회사와의 끔찍한 경험 #goldmedal # 엄청난 판매원 # 잘못된 약속 # wrongproduct	1	0	1	0	0	0	0	0	0	0	0
2017-ko-21835	@caseycdutch @m_rath 그것은 일부 폭동 자들이하는 일입니다.	1	0	1	0	0	0	0	0	0	0	0
2017-ko-40237	@ TalesofanAlfa @David_Milloy \ n 나는 당신의 생각을 좋아하지만 ... 슬프게도 아니오 - 그것은 창고 다.	0	0	0	0	0	0	0	0	1	0	0
2017-Ko-10981	너를 추적하는 걸 그만 둔다. 감자에 사로 잡힌 멍청이가 너를 화나게했다. #Rooney #mufc	1	0	1	0	0	0	0	0	0	0	0
2017-ko-31091	그리고 여자가 당신의 향수를 사랑해 ~ ~ # 브리즈	0	0	0	0	1	1	1	0	0	0	0
2017-ko-20368	Warren St에서 롤오버 자동차 충돌, 교통량이 무섭다 #Boston	1	0	1	1	0	0	0	0	1	0	0
2017-Ko-22214	#entrenepuers, #start ups, # SME가 사전에 #accountancy, #tax 및 #business advice를 찾고 있습니까? 우리가 도울 수있어. 연락하십시오.	0	1	0	0	0	0	1	0	0	0	0
2017-ko-20959	내가 아직 이야기 할 수없는 다가오는 프로젝트를 위해 @ StephenKing의 CUJO 사본을 얻으려고합니다. #amwriting	0	1	0	0	1	0	1	0	0	0	0
2017-ko-40249	엄마에 대한 상반되는 보고서 # 리타 마를리 건강, 맨과 나는 오늘 미아 올레 (기분 좋은!)와 같은 기분을 느꼈다. 지금은 기분이 좋지 않다.	0	0	0	0	1	0	0	0	1	0	0
2017-Ko-10634	나는 분노의 분노가 있습니다. ep 2가 곧 나옵니다. #YouTube #youtubegaming	0	0	0	0	1	0	1	0	0	0	0
2017-ko-40557	@ jodikantor @nytimes 당신이 그들을 위해 지불 할 경우에만 당신과 그들과 그들의 행동에 대한 책임을 질 것입니다. #sober #real #blind	0	0	1	0	1	0	0	0	0	0	0
2017-KO-21204	나는 이번 주에 끔찍한 처방약을 보았습니다. 무슨 일이야?	1	0	1	1	0	0	0	1	1	0	0
2017-ko-20705	지난 2 년 동안 미국은 한 달에 평균 약 4 건의 테러 공격을 감행했습니다. 좋은 토론 주제. # 엉덩이 #Hillary # 테러	1	0	1	1	0	0	0	0	0	0	0
2017-ko-31350	어제 밤 @PERFORMERS_COLL 승무원과 함께 즐거운 피자 밤. 얼마나 멋진 새내기들 ❤️ #lively #exciting 💪🏼	0	0	0	0	1	1	0	0	0	0	0
2017-ko-20216	나는 내 형제들과 악의를 품는 것을 상상할 수 없다 !! 나는 형제 자매가 멀어지고 모든	1	0	0	1	0	0	0	0	0	1	0
2017-Ko-11064	고민하는 영혼이 당신의 마음을 풀어주지 않으면 그가 가져 오는 기쁨과 평화가 생기고 가게에있는 아름다움은 인생의 고통의 상처를 능가합니다.	0	0	0	0	1	0	1	0	0	0	0
2017-Ko-11043	@Deadspin @ Rlblack1Rob 제 생각에 그는 잘못 놓인 분노에 대한 편리한 표적이라고 생각합니다. 그들이 정말로 화를 낸 것은 그들이 어떻게 경기를했는지입니다.	1	0	0	0	0	0	0	0	0	0	0
2017-Ko-11257	#sleepnumber에게 고객 서비스를위한 또 다른 기회를 제공 할 것입니다. 오늘의 으르렁 거리는 소리는 15 분 이상 지속됩니다. 전반적인 침대 + 서비스 = 매우 인상적입니다.	1	0	1	0	0	0	0	0	0	0	0
2017-ko-30441	@carysmithwriter @Maria_Savva @RealRockAndRoll 우리는 세계에서 가장 알려지지 않은 밴드입니다.하지만 #muchlove #hilarious	0	0	0	0	1	0	1	0	0	0	0
2017-ko-10220	@ Will_0004 사람이 나쁜 역사를 가지고 있더라도 도발없이 촬영할 이유가 없습니다. 칭의는 갈 길이 아닙니다	1	0	1	0	0	0	0	0	1	0	0
2017-ko-30151	# 영주권에 관한 내용 : O는 우리의 일찍부터 우리를 만족시키고, 우리는 # 모든 평안히 기뻐하십시오. # Ps 90:14 #gladness #joy	0	0	0	0	1	0	1	0	0	0	0
2017-En-20015	나는 갈색 카펫에 갈색 거미의 흔적을 잃어 버렸습니다. 어디 갔니? me 나에게 몰래 움직일거야	1	0	1	1	0	0	0	0	1	0	0
2017-ko-41093	오늘 : 멋진 외출을위한 Jaime Garcia의 명성. #encouraging. 지난 주 : Jaime Garcia의 유도. #discouraging	0	0	0	0	1	0	1	0	1	0	0
2017-ko-41277	비록 우리가 괜찮은 것처럼 보이더라도, 그 현실은 실제로 매우 닳아 없어지고	0	0	0	0	0	0	0	1	1	0	0
2017-Ko-11174	@thehill 미국은 단순한 비유를 통해 그러한 격분으로 똥을 낼 것이다.	1	0	1	0	0	0	0	0	0	0	0
2017-ko-30322	@jaime_scurr : 전 세계의 모든 팀이 당신을 XD에 데려 가기 위해 전적으로 기뻐할 것입니다.	0	0	0	0	1	1	1	0	0	0	1
2017-ko-30089	좋은 아침, 트론헤임! #optimism #productivity ⛅️❤️🇳🇴🏢💻🖥🏋🏻💪🏼📺🍿	0	0	0	0	1	0	1	0	0	0	0
2017-Ko-20917	@perezed가 마이크 근처에 오면 언제든지 누군가가 그를 박살 내야합니다. @BBTN #marblesinmouth	1	0	1	0	0	0	0	0	0	0	0
2017-Ko-11584	노스 캐롤라이나 주 #keithlamontscott의 부당한 살인 때문에 #cameronNewton # 콜린 페르 닉 항의 # 정찰 # 퇴각 #speakout	1	0	0	0	0	0	0	0	0	0	0
2017-ko-11600	내 아파트에 개가있을 수 없어! 말 그대로 아무 이유도! 미안, 잠재적 인 강아지! #landlords #doglover #sad #angry #rescuedog #dog; _;	1	0	1	0	0	0	0	0	1	0	0
2017-ko-40627	@cardiff_blues @ CardiffBluesSC Italy 다른 라운드는 우리의 플레이를 떨어 뜨리지 않고 큰 결과를 이끌어 내고 있습니다. #blues	0	1	0	0	0	0	1	0	0	0	1
2017-ko-10337	사실 언니와 함께 할 때가되면 그녀는 시간의 90 %를 TV로 제어하고 내가 한 가지를 볼 때 그녀는 헐떡 거린다.	1	0	1	0	0	0	0	0	1	0	0
2017-ko-20165	@ p4pictures는 훌륭하지만 카드가 충돌하면 어떨까요? 두 번 나에게	0	0	0	1	0	0	0	0	1	0	0
2017-ko-31413	수익성 높은 FX MONEY MANAGER 고객의 대부분은 우리가받는 수익이 매우 높기 때문에 높은 수익 분배 비율로 인해 신경 쓰지 않습니다.	0	0	0	0	1	0	1	0	0	0	0
2017-ko-40129	@ryyyshh 내 인생의 이야기. #lost	0	0	0	0	0	0	0	0	1	0	0
2017-ko-40153	@ JUSTICESLUT420 슬프게도이 종류의 포스터는 90 년대 afaik	0	0	0	0	0	0	0	0	1	0	0
2017-ko-22079	내 지갑을 잃어 버리고 Lifeguard & amp; VC @YSJFC # 나이트 메어	0	0	0	1	0	0	0	0	0	0	0
2017-Ko-11129	u가 강할 때 약한 & amp; 불안정한. 강하게 지내십시오. 여호수아 1 : 6-9 # 신 #daydaypeace #actorslife	0	0	0	0	1	0	1	0	0	0	0
2017-ko-40555	단순한 사고 방식으로 당신의 시력이 보이지 않을 때 실망하지 마십시오.	0	0	0	0	0	0	1	0	0	0	1
2017-Ko-41338	@ grumpy_pumper 사진에 눈살을 찌푸린 채 무의식적으로 미소 짓습니다. 그리고 웃음. 얼마나 짜증나!	1	0	1	0	1	0	0	0	0	0	0
2017-Ko-41279	누군가 나에게 여성 인간을 설명하면, 그들은 나를 우울하게 만든다.	0	0	0	0	0	0	0	0	1	0	0
2017-ko-21842	@ bururka 나는 웹 사이트 (또는 그 밖의 다른 곳)에서 Comic Sans를 사용하는 것이 더 심하다는 것을 확신하지 못합니다. #computans #comicsans	1	0	1	0	0	0	0	0	1	0	0
2017-KO-21309	끔찍한 전쟁 중에도 평화를 찾는 것이 중요합니다. #CreateSyria @intalert #TalkingPeace # buildingpeace	0	0	0	0	0	0	1	0	0	0	0
